Gene	sgRNA	NK_vs_Control|beta	NK_vs_Control|z	NK_vs_Control|p-value	NK_vs_Control|fdr	NK_vs_Control|wald-p-value	NK_vs_Control|wald-fdr
LCMT1	4	-0.00072376	-0.003616	0.92294	0.99749	0.99711	1
LCMT2	4	-0.03151	-0.3647	0.66135	0.98986	0.71533	1
LCN1	4	0.12998	0.89718	0.1852	0.88301	0.36962	1
LCN10	4	0.047112	0.33982	0.66113	0.98986	0.73399	1
LCN12	4	-0.035976	-0.46563	0.6256	0.98434	0.64148	1
LCN15	4	0.1967	1.9239	0.048093	0.65234	0.054368	1
LCN2	4	-0.040228	-0.27899	0.59318	0.98163	0.78025	1
LCN6	4	0.097004	0.7873	0.32531	0.94947	0.43111	1
LCN8	4	0.15402	1.0883	0.11776	0.83848	0.27646	1
LCN9	4	0.045114	0.25945	0.67736	0.9899	0.79529	1
LCNL1	4	-0.11025	-1.1029	0.20855	0.90935	0.27009	1
LCOR	4	-0.049839	-0.58255	0.52741	0.97782	0.5602	1
LCORL	4	-0.089196	-0.89608	0.29734	0.93857	0.37021	1
LCP1	4	-0.001114	-0.012784	0.91899	0.99749	0.9898	1
LCP2	4	-0.030821	-0.39727	0.66657	0.98986	0.69117	1
LCT	4	0.28711	1.9738	0.0064495	0.28155	0.048401	1
LCTL	4	0.049116	0.52456	0.64556	0.98807	0.59989	1
LDB1	4	0.20999	0.70615	0.035472	0.59682	0.48009	1
LDB2	4	-0.019735	-0.25812	0.7587	0.99276	0.79631	1
LDB3	4	0.00030013	0.0026056	0.93239	0.99749	0.99792	1
LDHA	4	0.26146	1.9006	0.011009	0.36116	0.057361	1
LDHAL6A	4	-0.026714	-0.1705	0.70205	0.9916	0.86462	1
LDHAL6B	4	0.016372	0.15649	0.92711	0.99749	0.87564	1
LDHB	4	-0.1398	-1.2644	0.12399	0.8505	0.2061	1
LDHC	4	0.16672	1.5195	0.090459	0.79512	0.12863	1
LDHD	4	0.10448	1.2283	0.28783	0.93854	0.21934	1
LDLR	4	-0.081877	-0.73709	0.33404	0.95163	0.46107	1
LDLRAD1	4	-0.033	-0.41306	0.64906	0.98807	0.67956	1
LDLRAD2	4	0.1573	1.961	0.1092	0.82452	0.049874	1
LDLRAD3	4	0.029017	0.37264	0.81458	0.99276	0.70942	1
LDLRAD4	4	0.10194	1.2483	0.30018	0.93857	0.21191	1
LDLRAP1	4	-0.07515	-0.73366	0.3699	0.96017	0.46315	1
LDOC1	4	-0.050083	-0.6612	0.52608	0.97782	0.50848	1
LDOC1L	4	-0.061121	-0.86434	0.45241	0.96924	0.3874	1
LEAP2	4	0.082397	1.0676	0.4091	0.9678	0.2857	1
LECT1	4	-0.1741	-1.6803	0.061715	0.69769	0.092897	1
LECT2	4	0.084687	0.72372	0.39397	0.96488	0.46924	1
LEF1	4	0.02754	0.23947	0.82709	0.99276	0.81074	1
LEFTY1	3	-0.0717	-0.66159	0.46186	0.97101	0.50823	1
LEFTY2	3	0.10294	1.2887	0.36767	0.95983	0.1975	1
LEKR1	4	-0.11656	-1.0954	0.18642	0.88403	0.27333	1
LELP1	4	-0.013005	-0.10591	0.81491	0.99276	0.91565	1
LEMD1	4	-0.081317	-0.82596	0.33648	0.95163	0.40883	1
LEMD2	4	-0.090044	-0.60965	0.29278	0.93857	0.5421	1
LEMD3	4	-0.059599	-0.67818	0.46247	0.97153	0.49765	1
LENEP	3	0.081173	0.94753	0.4831	0.97647	0.34337	1
LENG1	4	-0.032596	-0.26859	0.65245	0.98856	0.78824	1
LENG8	4	0.11761	1.2189	0.23274	0.9259	0.22288	1
LENG9	4	-0.044021	-0.4706	0.56744	0.98163	0.63792	1
LEO1	4	0.38113	1.5139	0.00094518	0.10241	0.13006	1
LEP	4	0.02798	0.21832	0.82453	0.99276	0.82718	1
LEPR	4	-0.03289	-0.25818	0.65028	0.98826	0.79627	1
LEPRE1	4	0.090676	0.60803	0.36073	0.95746	0.54317	1
LEPREL1	4	-0.13895	-1.9005	0.1261	0.85141	0.057373	1
LEPREL2	4	-0.063933	-0.79654	0.43462	0.9678	0.42572	1
LEPREL4	4	-0.0094647	-0.087684	0.84638	0.99276	0.93013	1
LEPROT	4	0.098208	0.95014	0.31841	0.94526	0.34204	1
LEPROTL1	4	0.15444	1.0264	0.11642	0.83718	0.3047	1
LETM1	4	0.089414	0.3801	0.36829	0.95983	0.70387	1
LETM2	4	0.098304	0.69366	0.31764	0.94415	0.48789	1
LETMD1	4	0.050347	0.23015	0.63549	0.98493	0.81797	1
LFNG	4	0.0031773	0.049826	0.95886	0.99788	0.96026	1
LGALS1	4	-0.051847	-0.67457	0.51407	0.97782	0.49995	1
LGALS12	4	-0.059567	-0.90047	0.4628	0.97153	0.36787	1
LGALS13	4	-0.064776	-0.60064	0.42967	0.9678	0.54808	1
LGALS14	4	0.056825	0.41141	0.58779	0.98163	0.68077	1
LGALS16	4	0.0011038	0.012243	0.93973	0.99749	0.99023	1
LGALS2	4	-0.098968	-1.3478	0.25331	0.93425	0.17773	1
LGALS3	4	-0.12194	-0.89196	0.17147	0.87673	0.37242	1
LGALS3BP	4	-0.036076	-0.30714	0.62426	0.98433	0.75874	1
LGALS4	4	-0.074296	-0.5787	0.37468	0.96087	0.56279	1
LGALS7	4	0.05796	0.52592	0.57856	0.98163	0.59895	1
LGALS7B	2	0.091267	0.85401	0.52407	0.97782	0.3931	1
LGALS8	4	-0.0064044	-0.044568	0.87251	0.99445	0.96445	1
LGALS9	4	-0.03924	-0.36727	0.60019	0.98163	0.71342	1
LGALS9C	3	-0.14958	-0.81894	0.15234	0.87173	0.41282	1
LGALSL	4	-0.034919	-0.36725	0.63372	0.98493	0.71343	1
LGI1	4	0.030084	0.18727	0.80613	0.99276	0.85145	1
LGI2	4	0.079563	0.81298	0.42594	0.9678	0.41623	1
LGI3	4	0.14185	1.5553	0.14956	0.86866	0.11987	1
LGI4	4	-0.080997	-0.98389	0.33776	0.95163	0.32517	1
LGMN	4	0.0092756	0.089656	0.98894	0.99832	0.92856	1
LGR4	4	0.062474	0.71468	0.54448	0.98057	0.4748	1
LGR5	4	-0.075426	-0.72823	0.36851	0.95983	0.46647	1
LGR6	4	0.010649	0.089528	0.97665	0.99832	0.92866	1
LGSN	4	0.076373	0.65698	0.4459	0.96924	0.51119	1
LHB	3	-0.03844	-0.61677	0.66696	0.98986	0.53738	1
LHCGR	4	-0.073536	-1.056	0.37896	0.9615	0.29097	1
LHFP	4	-0.016038	-0.18152	0.79095	0.99276	0.85596	1
LHFPL1	4	-0.083247	-0.86992	0.32764	0.95048	0.38434	1
LHFPL2	4	0.12669	1.609	0.19771	0.89965	0.10762	1
LHFPL4	4	0.013777	0.18532	0.94818	0.99749	0.85298	1
LHFPL5	4	0.10796	1.0743	0.27405	0.93512	0.2827	1
LHPP	4	-0.077533	-1.001	0.35672	0.95672	0.31683	1
LHX1	4	-0.16407	-1.6737	0.075336	0.75028	0.094189	1
LHX2	4	-0.012794	-0.15904	0.81658	0.99276	0.87363	1
LHX3	4	-0.0050914	-0.063148	0.8848	0.99513	0.94965	1
LHX4	4	0.15034	1.2417	0.12727	0.85215	0.21434	1
LHX5	4	-0.13901	-1.8403	0.12588	0.85141	0.065719	1
LHX6	4	-0.029273	-0.29448	0.67914	0.9899	0.76839	1
LHX8	4	0.0039301	0.039107	0.96558	0.99788	0.96881	1
LHX9	4	-0.019668	-0.20137	0.75909	0.99276	0.84041	1
LIAS	4	0.16343	1.0356	0.09652	0.79963	0.30039	1
LIF	4	-0.033599	-0.23198	0.64406	0.98764	0.81655	1
LIFR	4	-0.055746	-0.43895	0.48777	0.97647	0.66069	1
LIG1	4	-0.12565	-0.94085	0.16085	0.87489	0.34678	1
LIG3	4	-0.011281	-0.072353	0.83104	0.99276	0.94232	1
LIG4	4	-0.16822	-1.2182	0.068776	0.72509	0.22315	1
LILRA1	4	0.055265	0.46084	0.59936	0.98163	0.64491	1
LILRA2	4	0.075258	0.93198	0.4533	0.96924	0.35134	1
LILRA3	4	0.016999	0.15181	0.92027	0.99749	0.87934	1
LILRA4	4	-0.085847	-0.68538	0.31402	0.94361	0.4931	1
LILRA5	4	0.049371	0.38126	0.644	0.98764	0.70301	1
LILRA6	3	-0.0071152	-0.055184	0.89008	0.99516	0.95599	1
LILRB1	4	-0.050776	-0.4747	0.52157	0.97782	0.635	1
LILRB2	4	-0.054254	-0.80816	0.497	0.97647	0.419	1
LILRB3	2	-0.079235	-0.60465	0.49305	0.97647	0.54541	1
LILRB4	4	-0.039486	-0.50963	0.59847	0.98163	0.61031	1
LILRB5	4	0.075787	0.9318	0.45035	0.96924	0.35144	1
LIM2	4	0.031833	0.29344	0.79061	0.99276	0.76918	1
LIMA1	4	-0.063318	-0.45418	0.43856	0.96862	0.6497	1
LIMCH1	4	0.007856	0.099188	0.99883	0.99983	0.92099	1
LIMD1	4	0.14927	1.1412	0.13032	0.85704	0.25377	1
LIMD2	4	-0.029424	-0.3565	0.6778	0.9899	0.72147	1
LIME1	4	-0.025587	-0.33513	0.71055	0.99183	0.73753	1
LIMK1	4	0.028842	0.21025	0.81586	0.99276	0.83347	1
LIMK2	4	0.074365	0.59571	0.45947	0.96963	0.55137	1
LIMS1	4	0.156	1.2153	0.11237	0.82992	0.22424	1
LIMS2	4	0.0030679	0.029945	0.95825	0.99788	0.97611	1
LIMS3L	1	-0.08685	-0.4787	0.58534	0.98163	0.63215	1
LIN28A	4	0.045536	0.33465	0.67414	0.9899	0.73789	1
LIN28B	4	-0.11	-0.63536	0.20916	0.90935	0.52519	1
LIN37	4	0.027968	0.27281	0.82459	0.99276	0.785	1
LIN52	4	0.29705	1.2595	0.0053931	0.26503	0.20786	1
LIN54	4	0.011377	0.052776	0.96998	0.99832	0.95791	1
LIN7A	4	-0.074274	-0.82373	0.37474	0.96087	0.41009	1
LIN7B	4	0.091343	1.1352	0.35717	0.95672	0.2563	1
LIN7C	4	0.0084952	0.063242	0.996	0.99922	0.94957	1
LIN9	4	0.14493	0.50801	0.14139	0.86244	0.61145	1
LINGO1	4	0.067316	0.56345	0.50873	0.97782	0.57313	1
LINGO2	4	-0.055096	-0.44666	0.49194	0.97647	0.65512	1
LINGO3	4	-0.073464	-0.60853	0.37952	0.9615	0.54284	1
LINGO4	4	0.036199	0.53998	0.75303	0.99276	0.58921	1
LINS	4	0.31595	2.1147	0.0037251	0.22039	0.034453	1
LIPA	4	-0.053429	-0.49483	0.50222	0.97658	0.62072	1
LIPC	4	0.052476	0.5312	0.61932	0.98431	0.59528	1
LIPE	4	0.059223	0.66738	0.56955	0.98163	0.50453	1
LIPF	4	-0.1501	-1.2211	0.10236	0.81508	0.22203	1
LIPG	4	-0.0046285	-0.063112	0.88875	0.99516	0.94968	1
LIPH	4	-0.092757	-0.81554	0.28	0.93571	0.41476	1
LIPI	4	0.004087	0.042059	0.96697	0.99788	0.96645	1
LIPJ	4	-0.12265	-1.5665	0.16941	0.87618	0.11722	1
LIPK	4	0.1377	1.205	0.16079	0.87489	0.2282	1
LIPM	4	0.0030399	0.032228	0.95786	0.99788	0.97429	1
LIPN	4	-0.1442	-1.8405	0.11409	0.83449	0.065689	1
LIPT1	4	-0.5755	-2.0883	0	0	0.036769	1
LIPT2	4	0.15669	1.1295	0.11098	0.82787	0.25868	1
LITAF	4	-0.11046	-1.2957	0.20761	0.90807	0.19509	1
LIX1	4	0.092764	0.9003	0.34888	0.95672	0.36796	1
LIX1L	4	0.05797	0.40914	0.57851	0.98163	0.68244	1
LLGL1	4	-0.075937	-0.77485	0.36562	0.95983	0.43843	1
LLGL2	4	-0.057523	-0.61983	0.47654	0.97647	0.53537	1
LLPH	4	-0.30664	-1.2634	0.0026687	0.18375	0.20643	1
LMAN1	4	0.0029274	0.046284	0.9563	0.99788	0.96308	1
LMAN1L	4	0.030104	0.37773	0.80602	0.99276	0.70563	1
LMAN2	4	-0.019825	-0.22896	0.7582	0.99276	0.8189	1
LMAN2L	4	-0.017366	-0.078181	0.77883	0.99276	0.93768	1
LMBR1	4	-0.01438	-0.054217	0.80468	0.99276	0.95676	1
LMBR1L	4	0.046708	0.29809	0.66485	0.98986	0.76563	1
LMBRD1	4	-0.053872	-0.35211	0.49961	0.97647	0.72476	1
LMBRD2	4	0.039691	0.39184	0.72312	0.99256	0.69517	1
LMCD1	4	0.011124	0.11543	0.97209	0.99832	0.9081	1
LMF1	4	-0.072529	-0.71759	0.38458	0.9615	0.47301	1
LMF2	4	-0.061469	-0.64984	0.45041	0.96924	0.5158	1
LMLN	4	-0.068276	-0.52259	0.40949	0.9678	0.60126	1
LMNA	4	0.10033	1.102	0.30774	0.94039	0.27047	1
LMNB1	4	-0.15304	-1.3767	0.096297	0.79963	0.16862	1
LMNB2	4	0.086282	0.81516	0.38458	0.9615	0.41498	1
LMO1	4	0.04007	0.30536	0.72045	0.99256	0.7601	1
LMO2	4	0.082776	0.23753	0.4062	0.9678	0.81224	1
LMO3	4	-0.081221	-1.1551	0.33687	0.95163	0.24807	1
LMO4	4	0.032676	0.29798	0.78333	0.99276	0.76571	1
LMO7	4	0.076479	0.76298	0.44535	0.96924	0.44548	1
LMOD1	4	0.16093	1.2888	0.10208	0.81491	0.19745	1
LMOD2	4	-0.048073	-0.60564	0.5397	0.97898	0.54475	1
LMOD3	4	0.048347	0.37947	0.65151	0.98837	0.70434	1
LMTK2	4	0.05493	0.60765	0.60125	0.98163	0.54342	1
LMTK3	4	0.040832	0.51906	0.71367	0.99183	0.60372	1
LMX1A	4	0.095817	0.61341	0.33131	0.95163	0.5396	1
LMX1B	4	-0.01216	-0.15161	0.82281	0.99276	0.8795	1
LNP1	4	-0.15954	-1.6069	0.083787	0.78446	0.10808	1
LNPEP	4	0.1288	1.3808	0.1897	0.8882	0.16734	1
LNX1	4	0.045152	0.49139	0.67703	0.9899	0.62315	1
LNX2	4	0.10044	1.1364	0.30713	0.93978	0.25577	1
LOC100507003	4	-0.13965	-1.3272	0.12454	0.85077	0.18443	1
LOC100653515	4	0.0021954	0.022094	0.94963	0.99749	0.98237	1
LOC101059918	1	0.015924	0.072789	0.96481	0.99788	0.94197	1
LOC101928603	4	0.022159	0.19892	0.87407	0.99445	0.84233	1
LOC147646	4	-0.014548	-0.15775	0.80301	0.99276	0.87465	1
LOC152586	4	-0.059382	-0.48349	0.46414	0.97217	0.62875	1
LOC643669	4	0.10648	1.1758	0.27944	0.93549	0.23967	1
LOC729020	4	0.17067	1.5558	0.084177	0.78446	0.11976	1
LOC81691	4	-0.05421	-0.2621	0.49728	0.97647	0.79325	1
LOH12CR1	4	0.1622	0.95966	0.099522	0.80703	0.33723	1
LONP1	4	-0.023363	-0.074715	0.72757	0.99258	0.94044	1
LONP2	4	0.032335	0.46803	0.78594	0.99276	0.63976	1
LONRF1	4	0.12375	1.3257	0.20916	0.90935	0.18493	1
LONRF2	4	0.11802	0.91825	0.23135	0.92533	0.35849	1
LONRF3	4	0.055692	0.77192	0.59635	0.98163	0.44016	1
LOR	4	-0.066146	-1.2409	0.42183	0.9678	0.21466	1
LOX	4	-0.041229	-0.26407	0.58723	0.98163	0.79173	1
LOXHD1	4	0.0081567	0.12437	0.99894	0.99983	0.90102	1
LOXL1	4	0.13174	1.4414	0.17936	0.88267	0.14947	1
LOXL2	4	0.15696	1.0745	0.11031	0.82717	0.28259	1
LOXL3	4	0.19917	2.1608	0.04598	0.64896	0.030708	1
LOXL4	4	-0.021581	-0.23934	0.74236	0.99276	0.81084	1
LPA	4	-0.24579	-1.0335	0.012065	0.37478	0.30138	1
LPAR1	4	0.041454	0.34038	0.70777	0.99183	0.73357	1
LPAR2	4	-0.014442	-0.17304	0.80418	0.99276	0.86262	1
LPAR3	4	-0.12663	-1.3342	0.15773	0.87489	0.18215	1
LPAR4	4	-0.0048443	-0.053023	0.88708	0.99516	0.95771	1
LPAR5	4	-0.084137	-0.95828	0.3232	0.94736	0.33792	1
LPAR6	4	-0.23539	-1.5248	0.015456	0.42378	0.1273	1
LPCAT1	4	-0.12003	-1.4303	0.17708	0.88267	0.15262	1
LPCAT2	4	0.030761	0.28494	0.79957	0.99276	0.77569	1
LPCAT3	4	-0.12829	-0.77277	0.15373	0.87173	0.43966	1
LPCAT4	4	0.11444	1.0457	0.2468	0.93425	0.29568	1
LPGAT1	4	0.12122	0.87826	0.21945	0.91814	0.3798	1
LPHN1	4	0.10163	1.4742	0.30146	0.93857	0.14042	1
LPHN2	4	-0.1656	-1.0108	0.072779	0.7372	0.3121	1
LPHN3	4	0.13358	1.5283	0.17358	0.87862	0.12644	1
LPIN1	4	0.091433	0.67775	0.35678	0.95672	0.49793	1
LPIN2	4	0.052976	0.60592	0.61515	0.98391	0.54457	1
LPIN3	4	-0.090911	-1.044	0.28839	0.93857	0.29648	1
LPL	4	0.10696	1.0597	0.27794	0.93549	0.28928	1
LPO	4	0.13503	0.92822	0.16874	0.87618	0.35329	1
LPP	4	-0.17943	-2.3067	0.056266	0.69069	0.021072	1
LPPR1	4	-0.097996	-0.75827	0.25781	0.93425	0.44829	1
LPPR2	4	-0.046077	-0.62298	0.5526	0.98057	0.5333	1
LPPR3	4	0.034378	0.37496	0.76771	0.99276	0.70769	1
LPPR4	4	-0.0071365	-0.063543	0.86673	0.99445	0.94933	1
LPPR5	4	0.048814	0.51226	0.648	0.98807	0.60847	1
LPXN	4	-0.0071346	-0.10797	0.86673	0.99445	0.91402	1
LRAT	4	0.04064	0.55197	0.71511	0.99183	0.58097	1
LRBA	4	-0.12377	-1.0771	0.16663	0.87618	0.28144	1
LRCH1	4	-0.023575	-0.23396	0.7254	0.99256	0.81502	1
LRCH2	4	-0.029677	-0.26393	0.6763	0.9899	0.79184	1
LRCH3	4	0.1475	1.6982	0.13527	0.86037	0.089468	1
LRCH4	4	-0.036684	-0.34112	0.61932	0.98431	0.73301	1
LRFN1	4	0.048203	0.55636	0.65273	0.98856	0.57796	1
LRFN2	4	-0.12454	-1.1854	0.16407	0.87618	0.23586	1
LRFN3	4	-0.043675	-0.33349	0.57022	0.98163	0.73876	1
LRFN4	4	0.031197	0.3677	0.79617	0.99276	0.7131	1
LRFN5	4	0.021644	0.20783	0.87835	0.99447	0.83536	1
LRG1	4	-0.032097	-0.36678	0.6564	0.9888	0.71378	1
LRGUK	4	0.15877	1.3114	0.10619	0.81508	0.18974	1
LRIF1	4	0.30454	1.3981	0.0048927	0.25434	0.16209	1
LRIG1	4	0.020115	0.26379	0.89269	0.9953	0.79194	1
LRIG2	4	0.10644	0.98592	0.27966	0.93549	0.32417	1
LRIG3	4	-0.039298	-0.23787	0.59997	0.98163	0.81198	1
LRIT1	4	0.067579	0.61116	0.50706	0.97749	0.5411	1
LRIT2	4	-0.17544	-1.7259	0.060547	0.69769	0.084366	1
LRIT3	4	0.047253	0.54652	0.65996	0.98925	0.58471	1
LRMP	4	-0.15101	-1.0815	0.10047	0.80886	0.27949	1
LRP1	4	0.020656	0.30105	0.88786	0.99516	0.76338	1
LRP10	4	-0.15709	-1.3427	0.088736	0.79295	0.17936	1
LRP11	4	0.05168	0.54635	0.62476	0.98433	0.58483	1
LRP12	4	-0.095181	-0.81996	0.26977	0.93425	0.41224	1
LRP1B	4	-0.0076102	-0.083972	0.863	0.99445	0.93308	1
LRP2	4	0.042901	0.50138	0.69626	0.9916	0.61611	1
LRP2BP	4	0.012542	0.11985	0.96008	0.99788	0.9046	1
LRP3	4	-0.014088	-0.20213	0.80702	0.99276	0.83982	1
LRP4	4	0.018883	0.26779	0.90409	0.99718	0.78886	1
LRP5	4	0.062494	0.94235	0.54442	0.98057	0.34602	1
LRP5L	4	0.065353	0.57838	0.52363	0.97782	0.563	1
LRP6	4	0.12823	1.2402	0.19198	0.89225	0.21488	1
LRP8	4	0.058546	0.58312	0.57406	0.98163	0.55981	1
LRPAP1	4	0.028899	0.35628	0.81536	0.99276	0.72163	1
LRPPRC	4	0.12139	0.63359	0.21878	0.91682	0.52635	1
LRR1	4	0.03572	0.085668	0.75726	0.99276	0.93173	1
LRRC1	4	-0.17814	-1.5801	0.057934	0.69699	0.11408	1
LRRC10	4	0.044628	0.52451	0.68159	0.99023	0.59992	1
LRRC10B	4	-0.051944	-0.6643	0.51329	0.97782	0.5065	1
LRRC14	4	-0.1284	-1.4336	0.15368	0.87173	0.15168	1
LRRC14B	4	0.061067	0.72469	0.55538	0.98117	0.46864	1
LRRC15	4	-0.049372	-0.49052	0.53025	0.97782	0.62377	1
LRRC16A	4	0.11492	0.82114	0.24469	0.93425	0.41156	1
LRRC16B	4	0.053275	0.83382	0.61242	0.98225	0.40438	1
LRRC17	4	0.00019051	0.00182	0.93139	0.99749	0.99855	1
LRRC18	4	0.066013	0.6812	0.5184	0.97782	0.49575	1
LRRC19	4	0.07322	0.5487	0.4672	0.97305	0.58321	1
LRRC2	4	0.095744	0.92609	0.33142	0.95163	0.3544	1
LRRC20	4	0.030448	0.18227	0.80274	0.99276	0.85537	1
LRRC23	4	-0.013074	-0.13342	0.81408	0.99276	0.89386	1
LRRC24	4	0.046662	0.47595	0.66541	0.98986	0.63411	1
LRRC25	4	0.095554	1.2355	0.33243	0.95163	0.21663	1
LRRC26	4	0.089892	0.87339	0.36528	0.95983	0.38245	1
LRRC27	4	0.062938	0.86233	0.54064	0.97898	0.3885	1
LRRC28	4	0.11508	0.84689	0.24386	0.93425	0.39706	1
LRRC29	4	0.13636	1.3154	0.16491	0.87618	0.18836	1
LRRC3	4	0.038912	0.45759	0.72912	0.99276	0.64725	1
LRRC30	4	-0.026202	-0.26654	0.70549	0.99183	0.78982	1
LRRC31	4	0.20752	1.6843	0.037529	0.61111	0.092129	1
LRRC32	4	-0.092916	-0.99755	0.2795	0.93549	0.3185	1
LRRC34	4	0.0023677	0.018673	0.95091	0.99749	0.9851	1
LRRC36	4	-0.025557	-0.26371	0.71072	0.99183	0.79201	1
LRRC37A3	2	0.020756	0.091945	0.93061	0.99749	0.92674	1
LRRC37B	4	-0.14762	-1.2685	0.10636	0.81508	0.20463	1
LRRC38	4	0.026005	0.34707	0.84032	0.99276	0.72854	1
LRRC39	4	0.038659	0.1609	0.73112	0.99276	0.87217	1
LRRC3B	4	0.0611	0.70083	0.55471	0.98093	0.48341	1
LRRC3C	4	0.003271	0.042475	0.96008	0.99788	0.96612	1
LRRC4	4	0.10622	0.98513	0.28072	0.93599	0.32456	1
LRRC40	4	0.10152	0.79959	0.30196	0.93857	0.42395	1
LRRC41	4	0.23196	1.4828	0.022573	0.49272	0.13813	1
LRRC42	4	0.078409	0.6437	0.43273	0.9678	0.51977	1
LRRC43	4	0.061288	0.6041	0.5531	0.9806	0.54577	1
LRRC45	4	-0.081516	-0.86871	0.33537	0.95163	0.38501	1
LRRC46	4	-0.067301	-0.83897	0.41499	0.9678	0.40149	1
LRRC47	4	0.22775	1.9209	0.024853	0.5189	0.054749	1
LRRC48	4	0.025477	0.38952	0.84432	0.99276	0.69689	1
LRRC49	4	-0.085857	-0.69779	0.31397	0.94361	0.48531	1
LRRC4B	4	-0.015472	-0.16853	0.79517	0.99276	0.86616	1
LRRC4C	4	0.03944	0.39135	0.72506	0.99256	0.69554	1
LRRC52	4	-0.043984	-0.38353	0.56755	0.98163	0.70133	1
LRRC55	4	-0.013332	-0.17009	0.81213	0.99276	0.86494	1
LRRC56	4	0.033508	0.39271	0.77627	0.99276	0.69454	1
LRRC57	4	0.065961	0.53809	0.51874	0.97782	0.59052	1
LRRC58	4	-0.041483	-0.57692	0.58546	0.98163	0.56399	1
LRRC59	4	-0.15419	-1.6202	0.094462	0.79767	0.1052	1
LRRC6	4	-0.018975	-0.13166	0.76548	0.99276	0.89525	1
LRRC61	4	0.053684	0.48508	0.60947	0.98191	0.62762	1
LRRC63	4	0.068915	0.67418	0.49761	0.97647	0.5002	1
LRRC66	4	-0.0018669	-0.024706	0.9131	0.99749	0.98029	1
LRRC7	4	-0.075671	-0.99658	0.36706	0.95983	0.31897	1
LRRC70	4	-0.18923	-1.7802	0.046647	0.64896	0.07504	1
LRRC71	4	0.067915	0.68602	0.50473	0.97658	0.4927	1
LRRC72	4	0.21233	0.54314	0.033915	0.58654	0.58703	1
LRRC73	4	-0.010908	-0.10448	0.83437	0.99276	0.91679	1
LRRC8A	4	-0.0086668	-0.093871	0.853	0.99321	0.92521	1
LRRC8B	4	-0.012766	-0.15591	0.81686	0.99276	0.8761	1
LRRC8C	4	0.054376	0.56079	0.60441	0.98163	0.57494	1
LRRC8D	4	0.012113	0.11563	0.96375	0.99788	0.90794	1
LRRC8E	4	-0.11235	-1.3341	0.2011	0.89968	0.18217	1
LRRCC1	4	-0.06664	-0.56444	0.41905	0.9678	0.57246	1
LRRD1	4	0.099002	0.2721	0.31424	0.94361	0.78554	1
LRRFIP1	4	-0.12152	-1.228	0.17241	0.87673	0.21944	1
LRRFIP2	4	-0.056353	-0.70134	0.48354	0.97647	0.48309	1
LRRIQ1	4	-0.023692	-0.16707	0.72434	0.99256	0.86732	1
LRRIQ3	4	0.064132	0.59406	0.53202	0.97782	0.55247	1
LRRIQ4	4	-0.0073394	-0.091225	0.86551	0.99445	0.92731	1
LRRK1	4	-0.16161	-2.5556	0.08034	0.77164	0.010602	1
LRRK2	4	0.0054977	0.039836	0.97971	0.99832	0.96822	1
LRRN1	4	0.020021	0.26175	0.89358	0.9953	0.79351	1
LRRN2	4	0.14338	1.0474	0.14539	0.86689	0.29492	1
LRRN3	4	0.14075	1.2868	0.15195	0.87173	0.19815	1
LRRN4	4	0.0095469	0.11296	0.98671	0.99832	0.91007	1
LRRN4CL	4	0.022114	0.26571	0.87446	0.99445	0.79046	1
LRRTM1	4	0.02034	0.22377	0.89069	0.99516	0.82294	1
LRRTM2	4	-0.047639	-0.63138	0.54314	0.98057	0.52779	1
LRRTM3	4	-0.030759	-0.31005	0.66702	0.98986	0.75653	1
LRRTM4	4	0.00072278	0.006277	0.93678	0.99749	0.99499	1
LRSAM1	4	-0.020922	-0.19838	0.74853	0.99276	0.84275	1
LRTM1	4	3.0625e-05	0.00023685	0.92983	0.99749	0.99981	1
LRTM2	4	-0.041701	-0.46157	0.58401	0.98163	0.64439	1
LRTOMT	4	-0.035787	-0.3299	0.62727	0.9849	0.74148	1
LRWD1	4	-0.0058641	-0.032091	0.87757	0.99447	0.9744	1
LSAMP	4	0.039141	0.3795	0.7269	0.99256	0.70432	1
LSG1	4	-0.10141	-0.74809	0.2443	0.93425	0.45441	1
LSM1	4	0.0497	0.33074	0.64039	0.98588	0.74084	1
LSM10	4	0.2894	1.1096	0.0062827	0.28155	0.26718	1
LSM11	4	0.041649	0.16676	0.7061	0.99183	0.86756	1
LSM12	4	-0.17437	-0.93754	0.061437	0.69769	0.34848	1
LSM14A	4	0.14544	1.1095	0.14044	0.86244	0.26722	1
LSM14B	4	0.024288	0.36966	0.85472	0.99347	0.71163	1
LSM2	4	-0.038842	-0.14559	0.6028	0.98163	0.88425	1
LSM3	4	0.071256	0.39412	0.48071	0.97647	0.69349	1
LSM4	4	0.1905	0.6002	0.054876	0.68581	0.54837	1
LSM5	4	0.19825	0.50039	0.046759	0.64896	0.6168	1
LSM6	4	0.025904	0.076146	0.84082	0.99276	0.9393	1
LSM7	4	-0.14712	-0.43056	0.10769	0.81903	0.66679	1
LSMD1	4	0.11236	0.88754	0.25548	0.93425	0.37479	1
LSMEM1	4	-0.093953	-0.6143	0.27527	0.93545	0.53902	1
LSMEM2	4	0.11394	0.72509	0.24892	0.93425	0.4684	1
LSP1	4	0.033519	0.41671	0.77621	0.99276	0.67689	1
LSR	4	0.025379	0.26843	0.84527	0.99276	0.78837	1
LSS	4	-0.041146	-0.39671	0.58751	0.98163	0.69158	1
LST1	4	-0.047902	-0.32055	0.54081	0.97898	0.74855	1
