Gene	sgRNA	NK_vs_Control|beta	NK_vs_Control|z	NK_vs_Control|p-value	NK_vs_Control|fdr	NK_vs_Control|wald-p-value	NK_vs_Control|wald-fdr
LMBR1	5	0.033677	0.15279	0.74925	0.98722	0.87856	1
LMBR1L	5	0.07482	0.52455	0.40721	0.95643	0.5999	1
LMBRD1	5	-0.049879	-0.37613	0.48215	0.96371	0.70682	1
LMBRD2	5	0.027124	0.31759	0.8108	0.9915	0.7508	1
LMCD1	5	0.03416	0.38049	0.74463	0.98722	0.70358	1
LMF1	5	-0.031264	-0.31238	0.63561	0.97795	0.75475	1
LMF2	5	-0.10447	-1.2539	0.18214	0.86827	0.2099	1
LMLN	5	-0.11483	-0.98293	0.14856	0.84574	0.32564	1
LMNA	5	0.099555	1.2233	0.26448	0.92279	0.2212	1
LMNB1	5	-0.14357	-1.5101	0.077004	0.71576	0.13101	1
LMNB2	5	0.078801	0.89887	0.38068	0.95589	0.36872	1
LMO1	5	0.044847	0.39134	0.64595	0.98017	0.69555	1
LMO2	5	0.1619	0.51456	0.068331	0.68967	0.60686	1
LMO3	5	-0.070057	-1.0774	0.34883	0.94865	0.28132	1
LMO4	5	-0.011139	-0.11787	0.81725	0.99234	0.90617	1
LMO7	5	0.049282	0.57816	0.60814	0.97519	0.56316	1
LMOD1	5	0.2595	1.8119	0.0055043	0.25515	0.070002	1
LMOD2	5	0.008685	0.097209	0.99416	0.99944	0.92256	1
LMOD3	5	0.078725	0.69164	0.38146	0.95627	0.48916	1
LMTK2	5	0.10642	1.2741	0.2299	0.9064	0.20262	1
LMTK3	5	-0.045084	-0.64553	0.51857	0.96804	0.51859	1
LMX1A	5	0.081373	0.62002	0.36473	0.95098	0.53524	1
LMX1B	5	-0.048137	-0.57646	0.49577	0.96385	0.5643	1
LNP1	5	-0.14162	-1.5726	0.081063	0.72723	0.1158	1
LNPEP	5	0.087231	1.1597	0.32942	0.9426	0.24615	1
LNX1	5	0.023444	0.30575	0.84544	0.99252	0.75979	1
LNX2	5	0.11149	1.4818	0.20861	0.88765	0.13839	1
LOC100507003	5	-0.084525	-0.96381	0.26849	0.92592	0.33514	1
LOC100653515	5	-0.044715	-0.53182	0.52102	0.96817	0.59485	1
LOC101059918	1	0.015433	0.070676	0.96964	0.99927	0.94366	1
LOC101928603	5	-0.01534	-0.15791	0.77877	0.99126	0.87453	1
LOC147646	5	0.013935	0.15242	0.94118	0.99848	0.87885	1
LOC152586	5	-0.02373	-0.23023	0.70366	0.98353	0.81791	1
LOC643669	5	0.13845	1.6305	0.11809	0.80353	0.103	1
LOC729020	4	0.17026	1.5539	0.084065	0.73434	0.12021	1
LOC81691	5	-0.10512	-0.63046	0.18003	0.86644	0.52839	1
LOH12CR1	5	0.19664	1.311	0.028522	0.49903	0.18985	1
LONP1	5	-0.055705	-0.1327	0.44045	0.95903	0.89443	1
LONP2	5	0.043569	0.71704	0.65707	0.9807	0.47335	1
LONRF1	5	0.061765	0.78406	0.50111	0.9652	0.43301	1
LONRF2	5	0.11997	1.1398	0.1773	0.86644	0.25438	1
LONRF3	5	0.022009	0.36645	0.86034	0.99354	0.71403	1
LOR	5	-0.049155	-0.90062	0.48738	0.96371	0.36779	1
LOX	5	-0.073918	-0.57924	0.32642	0.9426	0.56243	1
LOXHD1	5	0.0061535	0.096797	0.98126	0.99927	0.92289	1
LOXL1	5	0.10869	1.4299	0.22012	0.89621	0.15276	1
LOXL2	5	0.14361	1.161	0.10542	0.78218	0.24562	1
LOXL3	5	0.16054	1.8503	0.071	0.69853	0.064273	1
LOXL4	5	-0.020816	-0.27229	0.72862	0.9866	0.7854	1
LPA	5	-0.14828	-0.73734	0.068498	0.68981	0.46091	1
LPAR1	5	0.022911	0.21569	0.85061	0.99261	0.82923	1
LPAR2	5	0.028488	0.401	0.79762	0.99126	0.68842	1
LPAR3	5	-0.082963	-0.99136	0.27705	0.92888	0.32151	1
LPAR4	5	0.032687	0.40037	0.75859	0.98784	0.68889	1
LPAR5	5	-0.054805	-0.66861	0.44607	0.95903	0.50374	1
LPAR6	5	-0.13084	-0.92556	0.10403	0.78142	0.35467	1
LPCAT1	5	-0.11584	-1.5467	0.14522	0.84175	0.12194	1
LPCAT2	5	0.062899	0.66852	0.49244	0.96385	0.5038	1
LPCAT3	5	-0.13051	-0.96633	0.10441	0.78142	0.33388	1
LPCAT4	5	0.099719	1.0485	0.26343	0.92215	0.2944	1
LPGAT1	5	0.068905	0.60268	0.44802	0.95903	0.54672	1
LPHN1	5	0.079998	1.3005	0.37312	0.95115	0.19342	1
LPHN2	5	-0.13862	-0.86952	0.087179	0.74702	0.38457	1
LPHN3	5	0.14797	1.6978	0.095519	0.76356	0.089539	1
LPIN1	5	0.047641	0.37088	0.62265	0.97589	0.71073	1
LPIN2	5	0.030553	0.40413	0.77894	0.99126	0.68612	1
LPIN3	5	-0.047965	-0.62917	0.49689	0.96385	0.52924	1
LPL	5	0.11913	1.3778	0.17975	0.86644	0.16828	1
LPO	5	0.083344	0.72091	0.3525	0.9498	0.47096	1
LPP	5	-0.15463	-2.2824	0.05899	0.64936	0.022464	1
LPPR1	5	-0.022322	-0.20341	0.71583	0.98522	0.83881	1
LPPR2	5	-0.036088	-0.5557	0.59146	0.9733	0.57841	1
LPPR3	5	0.047331	0.59479	0.62571	0.97636	0.55198	1
LPPR4	5	-0.012869	-0.13541	0.80151	0.99126	0.89229	1
LPPR5	5	0.080224	1.0285	0.37151	0.95115	0.30374	1
LPXN	5	-0.020275	-0.37098	0.73351	0.98702	0.71065	1
LRAT	5	0.0025556	0.035259	0.94835	0.99848	0.97187	1
LRBA	5	-0.15989	-1.6565	0.05104	0.61226	0.097615	1
LRCH1	5	0.057823	0.61042	0.53347	0.97056	0.54158	1
LRCH2	5	-0.014962	-0.16561	0.78283	0.99126	0.86847	1
LRCH3	5	0.15237	1.8317	0.085678	0.7398	0.066991	1
LRCH4	5	-0.016699	-0.1709	0.7656	0.9888	0.86431	1
LRFN1	5	0.060034	0.81695	0.5164	0.96804	0.41396	1
LRFN2	5	-0.095359	-1.0666	0.22006	0.89621	0.28616	1
LRFN3	5	-0.036942	-0.33013	0.58579	0.9733	0.7413	1
LRFN4	5	0.050444	0.71096	0.59763	0.9748	0.47711	1
LRFN5	5	0.050907	0.53317	0.5938	0.97392	0.59392	1
LRG1	5	-0.064672	-0.74904	0.38146	0.95627	0.45383	1
LRGUK	5	0.16416	1.5796	0.064161	0.66782	0.1142	1
LRIF1	5	0.29474	1.2266	0.0017792	0.12308	0.21996	1
LRIG1	5	-0.0031911	-0.048925	0.89447	0.99778	0.96098	1
LRIG2	5	0.051425	0.54026	0.58907	0.9733	0.58901	1
LRIG3	5	-0.037026	-0.26703	0.58507	0.9733	0.78945	1
LRIT1	5	0.094193	0.97173	0.2905	0.93036	0.33119	1
LRIT2	5	-0.11748	-1.3954	0.14094	0.8389	0.16291	1
LRIT3	5	0.060687	0.84333	0.50995	0.9675	0.39905	1
LRMP	5	-0.14503	-1.2721	0.074336	0.70684	0.20334	1
LRP1	5	0.038535	0.51008	0.70371	0.98353	0.61	1
LRP10	5	-0.13524	-1.3112	0.094018	0.76259	0.18979	1
LRP11	5	0.052951	0.66644	0.57472	0.9733	0.50513	1
LRP12	5	-0.055873	-0.57198	0.43884	0.95903	0.56734	1
LRP1B	5	-0.038753	-0.40307	0.57094	0.9733	0.68689	1
LRP2	5	0.090125	1.0368	0.31297	0.93829	0.29984	1
LRP2BP	5	0.084817	0.87261	0.34416	0.94684	0.38287	1
LRP3	5	-0.02045	-0.26219	0.73157	0.98702	0.79317	1
LRP4	5	0.012248	0.14814	0.95897	0.99873	0.88224	1
LRP5	5	0.0030775	0.042951	0.95346	0.99872	0.96574	1
LRP5L	5	0.014617	0.15707	0.93406	0.99848	0.87519	1
LRP6	5	0.073014	0.78486	0.42033	0.95867	0.43254	1
LRP8	5	0.09024	0.99815	0.31219	0.93774	0.31821	1
LRPAP1	5	-0.0059622	-0.079391	0.86478	0.99361	0.93672	1
LRPPRC	5	0.10118	0.6232	0.25564	0.91993	0.53315	1
LRR1	5	0.17682	0.44089	0.047037	0.59832	0.6593	1
LRRC1	5	-0.20648	-2.165	0.015345	0.36997	0.030388	1
LRRC10	5	-0.034245	-0.35637	0.60942	0.97519	0.72156	1
LRRC10B	5	-0.0074864	-0.097455	0.85022	0.99261	0.92237	1
LRRC14	5	-0.092858	-1.2112	0.2314	0.90721	0.22583	1
LRRC14B	5	0.090656	1.2858	0.30963	0.9368	0.19852	1
LRRC15	5	-0.0057436	-0.068836	0.86701	0.99401	0.94512	1
LRRC16A	5	0.10324	0.89425	0.24452	0.91743	0.37119	1
LRRC16B	5	0.027734	0.45289	0.80468	0.99126	0.65063	1
LRRC17	5	-0.042392	-0.43791	0.54075	0.97091	0.66145	1
LRRC18	5	0.04982	0.6231	0.6028	0.97519	0.53322	1
LRRC19	5	0.10365	0.79143	0.24297	0.91743	0.42869	1
LRRC2	5	0.15746	1.3913	0.07617	0.71206	0.16415	1
LRRC20	5	0.099604	0.62769	0.26398	0.92279	0.53021	1
LRRC23	5	-0.020482	-0.25173	0.73124	0.98702	0.80125	1
LRRC24	5	0.053186	0.65962	0.57256	0.9733	0.5095	1
LRRC25	5	0.071562	0.90031	0.43022	0.95903	0.36795	1
LRRC26	5	0.072183	0.85818	0.42572	0.95903	0.39079	1
LRRC27	5	0.014962	0.152	0.93017	0.99848	0.87918	1
LRRC28	5	0.098055	0.88615	0.27132	0.92829	0.37554	1
LRRC29	5	0.13601	1.4982	0.1251	0.81541	0.13408	1
LRRC3	5	0.10938	1.3265	0.21756	0.89621	0.18466	1
LRRC30	5	0.016746	0.20046	0.91321	0.99801	0.84112	1
LRRC31	5	0.19254	1.8366	0.031803	0.51578	0.066266	1
LRRC32	5	-0.042359	-0.53834	0.54092	0.97091	0.59034	1
LRRC34	5	-0.035554	-0.34306	0.59546	0.97408	0.73155	1
LRRC36	5	-0.022228	-0.24554	0.71672	0.98522	0.80604	1
LRRC37A3	2	0.020182	0.089342	0.92327	0.99848	0.92881	1
LRRC37B	5	-0.12241	-1.1672	0.12588	0.81541	0.24313	1
LRRC38	5	0.031281	0.47488	0.77193	0.99052	0.63487	1
LRRC39	5	0.10973	0.54545	0.21572	0.89621	0.58544	1
LRRC3B	5	0.034547	0.44545	0.74058	0.98711	0.656	1
LRRC3C	5	-0.031153	-0.44175	0.6365	0.97821	0.65867	1
LRRC4	5	0.099774	1.0945	0.26326	0.92215	0.27375	1
LRRC40	5	0.044694	0.40092	0.64706	0.98027	0.68848	1
LRRC41	5	0.2455	1.8767	0.0076726	0.27992	0.060558	1
LRRC42	5	0.054902	0.54989	0.55827	0.9733	0.5824	1
LRRC43	5	-0.042717	-0.41296	0.53764	0.9709	0.67963	1
LRRC45	5	-0.066991	-0.84537	0.36767	0.95115	0.3979	1
LRRC46	5	-0.095212	-1.3932	0.22067	0.89621	0.16355	1
LRRC47	5	0.19223	1.9629	0.031858	0.51622	0.049659	1
LRRC48	5	-0.011869	-0.20886	0.80991	0.9915	0.83456	1
LRRC49	5	-0.026109	-0.25111	0.68186	0.98282	0.80173	1
LRRC4B	5	-0.0075817	-0.093223	0.84927	0.99261	0.92573	1
LRRC4C	5	0.076329	0.87664	0.39609	0.95627	0.38068	1
LRRC52	5	-0.077361	-0.78527	0.30707	0.93602	0.43229	1
LRRC55	5	-0.024288	-0.34789	0.69877	0.98282	0.72792	1
LRRC56	5	0.06699	0.849	0.46242	0.96065	0.39588	1
LRRC57	5	0.16871	1.4317	0.057156	0.64272	0.15222	1
LRRC58	5	-0.10354	-1.53	0.18631	0.87052	0.12601	1
LRRC59	5	-0.16313	-1.9908	0.046647	0.59832	0.046502	1
LRRC6	5	0.015932	0.12793	0.92177	0.99848	0.8982	1
LRRC61	5	0.036981	0.40326	0.71706	0.98522	0.68676	1
LRRC63	5	0.024198	0.27811	0.83854	0.99235	0.78093	1
LRRC66	5	-0.030199	-0.47151	0.64639	0.98027	0.63728	1
LRRC7	5	-0.068528	-1.0391	0.35789	0.95001	0.29878	1
LRRC70	5	-0.11057	-1.19	0.16302	0.85794	0.23405	1
LRRC71	5	0.050228	0.56167	0.5993	0.97519	0.57434	1
LRRC72	5	0.21536	0.69254	0.017124	0.39086	0.4886	1
LRRC73	5	-0.059327	-0.63879	0.41577	0.95677	0.52296	1
LRRC8A	5	0.0036721	0.043671	0.95858	0.99873	0.96517	1
LRRC8B	5	0.0092438	0.12307	0.98882	0.99927	0.90206	1
LRRC8C	5	0.08954	1.0609	0.31647	0.93916	0.28874	1
LRRC8D	5	0.068419	0.74642	0.45213	0.95976	0.45541	1
LRRC8E	5	-0.067656	-0.95411	0.36367	0.95098	0.34003	1
LRRCC1	5	-0.032733	-0.33411	0.62204	0.97584	0.7383	1
LRRD1	5	0.059777	0.20774	0.51785	0.96804	0.83543	1
LRRFIP1	5	-0.050559	-0.57237	0.47687	0.96371	0.56707	1
LRRFIP2	5	-0.10298	-1.2428	0.18792	0.87052	0.21394	1
LRRIQ1	5	0.0036219	0.03116	0.95819	0.99873	0.97514	1
LRRIQ3	5	0.049574	0.54197	0.60491	0.97519	0.58784	1
LRRIQ4	5	-0.023233	-0.34593	0.708	0.98405	0.7294	1
LRRK1	5	-0.13209	-2.2816	0.10141	0.77849	0.022511	1
LRRK2	5	0.053735	0.37246	0.56811	0.9733	0.70955	1
LRRN1	5	0.042452	0.64576	0.6688	0.98282	0.51844	1
LRRN2	5	0.083449	0.728	0.35172	0.9498	0.46661	1
LRRN3	5	0.12319	1.3267	0.16518	0.85903	0.18461	1
LRRN4	5	-0.00064174	-0.0085485	0.91782	0.99801	0.99318	1
LRRN4CL	5	0.063124	0.73875	0.49083	0.96371	0.46006	1
LRRTM1	5	0.016294	0.22206	0.91833	0.99801	0.82427	1
LRRTM2	5	-0.055569	-0.80882	0.44134	0.95903	0.41862	1
LRRTM3	5	-0.032893	-0.38105	0.62037	0.97519	0.70317	1
LRRTM4	5	0.016757	0.17407	0.9131	0.99801	0.86181	1
LRSAM1	5	-0.05936	-0.67608	0.4156	0.95677	0.49899	1
LRTM1	5	-0.0046145	-0.040277	0.8793	0.9961	0.96787	1
LRTM2	5	-0.028533	-0.35801	0.66018	0.98092	0.72033	1
LRTOMT	5	-0.08862	-0.96579	0.25019	0.91936	0.33415	1
LRWD1	5	0.10355	0.62223	0.24341	0.91743	0.53379	1
LSAMP	5	-0.019238	-0.21357	0.74336	0.98722	0.83088	1
LSG1	5	-0.012427	-0.084612	0.80535	0.99126	0.93257	1
LSM1	5	-0.017343	-0.11958	0.75959	0.98793	0.90482	1
LSM10	5	0.21566	0.98136	0.016958	0.38903	0.32642	1
LSM11	5	0.098112	0.47535	0.27099	0.92785	0.63454	1
LSM12	5	-0.10871	-0.60248	0.16908	0.86271	0.54685	1
LSM14A	5	0.060357	0.5386	0.51312	0.96796	0.59016	1
LSM14B	5	-0.0046189	-0.073817	0.87918	0.9961	0.94116	1
LSM2	5	0.060505	0.23233	0.5114	0.9675	0.81628	1
LSM3	5	0.060562	0.30734	0.51101	0.9675	0.75858	1
LSM4	5	0.035698	0.14268	0.72979	0.98702	0.88654	1
LSM5	5	0.2741	0.80951	0.0035583	0.19817	0.41822	1
LSM6	5	0.017877	0.059606	0.90126	0.99797	0.95247	1
LSM7	5	-0.13484	-0.47387	0.094963	0.76356	0.63559	1
LSMD1	5	0.058642	0.53535	0.52708	0.96903	0.59241	1
LSMEM1	5	-0.03841	-0.2972	0.57428	0.9733	0.76631	1
LSMEM2	5	0.10432	0.79569	0.2398	0.91358	0.42621	1
LSP1	5	0.010737	0.14462	0.97454	0.99927	0.88501	1
LSR	5	0.041588	0.50746	0.6768	0.98282	0.61183	1
LSS	5	-0.095306	-1.0952	0.22028	0.89621	0.27342	1
LST1	5	-0.1172	-0.8136	0.1415	0.8391	0.41587	1
LTA	5	0.0626	0.5228	0.49461	0.96385	0.60111	1
LTA4H	5	0.099169	0.81564	0.26665	0.92533	0.4147	1
LTB	5	0.036586	0.39058	0.72145	0.98552	0.69611	1
LTB4R	5	0.030502	0.42861	0.77944	0.99126	0.66821	1
LTB4R2	5	-0.042745	-0.57635	0.53747	0.9709	0.56438	1
LTBP1	5	-0.11338	-1.1516	0.15306	0.84896	0.24948	1
LTBP2	5	0.081408	1.3414	0.36451	0.95098	0.17981	1
LTBP3	5	-0.18108	-2.4171	0.029912	0.50851	0.015644	1
LTBR	5	0.077722	0.70823	0.38775	0.95627	0.4788	1
LTC4S	5	-0.01385	-0.21679	0.79339	0.99126	0.82837	1
LTF	5	0.04274	0.536	0.66624	0.98273	0.59196	1
LTK	5	-0.022458	-0.26046	0.71444	0.98475	0.79451	1
LTN1	5	-0.14231	-1.4474	0.079673	0.72499	0.14779	1
LTV1	5	-0.1441	-0.72805	0.076059	0.71176	0.46658	1
LUC7L	5	0.033638	0.47307	0.74986	0.98722	0.63617	1
LUC7L2	3	0.22056	1.4055	0.053931	0.6246	0.15988	1
LUC7L3	5	0.10359	0.36883	0.24313	0.91743	0.71225	1
LUM	5	0.043554	0.25903	0.65723	0.9807	0.79562	1
LURAP1	5	0.020908	0.27949	0.87107	0.99442	0.77987	1
LURAP1L	5	-0.042247	-0.54005	0.54153	0.97091	0.58916	1
LUZP1	5	0.093866	1.2008	0.29228	0.93036	0.22983	1
LUZP2	5	0.21679	1.824	0.01629	0.38003	0.068155	1
LUZP4	5	0.13853	1.3019	0.11804	0.80353	0.19295	1
LUZP6	1	-0.14733	-1	0.38358	0.95627	0.3173	1
LXN	5	0.17165	1.2282	0.05293	0.61923	0.21938	1
LY6D	5	-0.15197	-1.3098	0.06266	0.66373	0.19025	1
LY6E	5	-0.096978	-1.0579	0.21261	0.89178	0.2901	1
LY6G5B	5	-0.26716	-1.6616	0.0040031	0.21302	0.096584	1
LY6G5C	5	-0.041339	-0.47889	0.54904	0.97149	0.63201	1
LY6G6C	5	-0.034921	-0.31281	0.60202	0.97519	0.75443	1
LY6G6D	5	-0.054476	-0.67886	0.4484	0.95903	0.49723	1
LY6G6F	5	-0.034265	-0.4285	0.6092	0.97519	0.66829	1
LY6H	5	-0.044484	-0.4941	0.5228	0.96817	0.62124	1
LY6K	5	-0.1603	-1.4109	0.050373	0.6101	0.15827	1
LY75	5	0.016874	0.21801	0.91182	0.99801	0.82742	1
LY75-CD302	1	-0.11957	-0.34011	0.46253	0.96065	0.73377	1
LY86	5	-0.011024	-0.14198	0.8183	0.99234	0.88709	1
LY9	5	0.019974	0.24869	0.8798	0.9961	0.8036	1
LY96	5	0.0012149	0.0084439	0.93612	0.99848	0.99326	1
LYAR	5	-0.023223	-0.28212	0.70805	0.98405	0.77785	1
LYG1	5	0.034096	0.35255	0.74547	0.98722	0.72442	1
LYG2	5	0.06503	0.68595	0.47687	0.96371	0.49275	1
LYL1	5	-0.02764	-0.28706	0.66769	0.98273	0.77406	1
LYN	5	0.086554	0.61068	0.33337	0.94445	0.54141	1
LYNX1	5	0.027364	0.41244	0.80835	0.9915	0.68001	1
LYPD1	5	0.035701	0.43199	0.72979	0.98702	0.66575	1
LYPD2	5	-0.013954	-0.15034	0.79256	0.99126	0.88049	1
LYPD3	5	-0.044149	-0.58844	0.52558	0.96847	0.55624	1
LYPD4	5	-0.0026678	-0.038479	0.89931	0.99778	0.96931	1
LYPD5	5	-0.10388	-1.3111	0.18514	0.87052	0.18981	1
LYPD6	5	0.059724	0.51453	0.5184	0.96804	0.60688	1
LYPD6B	5	0.27544	1.5639	0.0033359	0.19169	0.11783	1
LYPLA1	5	0.074136	0.67161	0.41227	0.95643	0.50183	1
LYPLA2	5	0.13377	1.0813	0.13205	0.82465	0.27957	1
LYPLAL1	5	-0.039576	-0.28068	0.56366	0.9733	0.77896	1
LYRM1	5	-0.071354	-0.61296	0.34165	0.94684	0.5399	1
LYRM2	4	-0.22668	-2.161	0.020905	0.43169	0.030697	1
LYRM4	5	0.075116	0.25744	0.40515	0.95627	0.79684	1
LYRM5	1	0.30428	0.62627	0.12254	0.81298	0.53113	1
LYRM7	3	-0.15515	-0.75036	0.142	0.83979	0.45304	1
LYRM9	5	-0.08825	-0.9726	0.25203	0.9195	0.33075	1
LYSMD1	5	0.14538	1.1311	0.10119	0.77745	0.258	1
LYSMD2	5	-0.014745	-0.11209	0.78517	0.99126	0.91075	1
LYSMD3	5	0.14512	0.74063	0.10191	0.78033	0.45892	1
LYSMD4	5	-0.012695	-0.13006	0.80324	0.99126	0.89652	1
LYST	5	0.042101	0.51598	0.67174	0.98282	0.60587	1
LYVE1	5	-0.14102	-1.3924	0.082064	0.72884	0.16381	1
LYZ	5	0.058761	0.74451	0.5258	0.96847	0.45657	1
LYZL1	4	0.051028	0.6162	0.63616	0.97795	0.53776	1
LYZL2	2	0.19521	1.1082	0.15245	0.84896	0.26777	1
LYZL4	5	0.044355	0.52188	0.64962	0.98046	0.60175	1
LYZL6	5	0.046944	0.47912	0.62877	0.97668	0.63185	1
LZIC	5	0.096479	0.93718	0.27938	0.93036	0.34866	1
LZTFL1	5	-0.035074	-0.273	0.60024	0.97519	0.78485	1
LZTR1	5	0.10055	0.71524	0.25942	0.92079	0.47446	1
LZTS1	5	-0.0030963	-0.03813	0.8952	0.99778	0.96958	1
LZTS2	5	-0.056168	-0.6835	0.43645	0.95903	0.49429	1
LZTS3	5	-0.027344	-0.35638	0.67069	0.98282	0.72156	1
M1AP	5	-0.023162	-0.14865	0.7085	0.98405	0.88183	1
M6PR	5	0.012313	0.086505	0.95813	0.99873	0.93107	1
MAATS1	5	0.0072253	0.097333	0.99172	0.99944	0.92246	1
MAB21L1	5	0.093016	1.145	0.29673	0.93158	0.25219	1
MAB21L2	5	0.058747	0.81733	0.52585	0.96847	0.41374	1
MAB21L3	5	0.062746	0.72655	0.49361	0.96385	0.4675	1
MACC1	5	-0.046126	-0.6139	0.51079	0.9675	0.53928	1
MACF1	5	0.17473	1.5191	0.048927	0.60192	0.12873	1
MACROD1	5	0.091686	1.0705	0.30446	0.93498	0.28438	1
MACROD2	5	-0.058328	-0.42517	0.4235	0.95903	0.67071	1
MAD1L1	5	0.0058111	0.058136	0.97848	0.99927	0.95364	1
MAD2L1	5	0.24485	1.1245	0.0076726	0.27992	0.26078	1
MAD2L1BP	5	0.065589	0.48332	0.47265	0.96371	0.62887	1
MAD2L2	5	0.15547	1.1672	0.079951	0.72499	0.24312	1
MADCAM1	5	0.043358	0.65231	0.65918	0.98089	0.5142	1
MADD	5	0.21223	2.3445	0.018737	0.40848	0.019052	1
MAEA	5	-0.077471	-0.87002	0.30674	0.93602	0.38429	1
MAEL	5	0.1957	1.1705	0.029189	0.50287	0.2418	1
MAF	5	-0.023255	-0.30142	0.70783	0.98405	0.7631	1
MAF1	5	0.015975	0.16746	0.92122	0.99848	0.86701	1
MAFA	5	0.060978	0.9759	0.50767	0.9675	0.32911	1
MAFB	5	0.036654	0.48054	0.72095	0.98552	0.63084	1
MAFF	5	-0.072842	-0.83691	0.33337	0.94445	0.40264	1
MAFG	5	-0.0284	-0.20247	0.66129	0.98152	0.83955	1
MAFK	5	0.05902	0.62872	0.52363	0.96817	0.52954	1
MAG	5	-0.13252	-0.88944	0.10041	0.77544	0.37377	1
MAGEA1	5	-0.051372	-0.50127	0.47092	0.96351	0.61618	1
MAGEA10	5	-0.096408	-1.2257	0.21539	0.89618	0.22031	1
MAGEA11	5	-0.055223	-0.80195	0.44323	0.95903	0.42258	1
MAGEA12	3	-0.051906	-0.3054	0.56816	0.9733	0.76006	1
MAGEA2B	1	-0.0026802	-0.013141	0.9379	0.99848	0.98952	1
MAGEA3	2	-0.04388	-0.3918	0.67858	0.98282	0.69521	1
MAGEA4	5	0.038808	0.48061	0.70132	0.98304	0.63079	1
MAGEA6	3	-0.12696	-1.2778	0.21439	0.89536	0.2013	1
MAGEA8	5	-0.052762	-0.58549	0.45991	0.96065	0.55822	1
MAGEA9B	2	-0.051337	-0.33401	0.63627	0.97795	0.73838	1
MAGEB1	5	-0.081146	-0.86668	0.286	0.93036	0.38612	1
MAGEB10	5	0.0023749	0.023265	0.94668	0.99848	0.98144	1
MAGEB16	5	-0.070838	-0.92724	0.3446	0.94684	0.3538	1
MAGEB17	5	0.062215	0.7411	0.49783	0.96385	0.45864	1
MAGEB18	5	0.061473	0.78797	0.50406	0.96708	0.43072	1
MAGEB2	5	0.11311	0.96439	0.20227	0.8822	0.33485	1
MAGEB3	5	-0.078547	-0.95237	0.30034	0.93498	0.34091	1
MAGEB4	5	-0.03741	-0.33908	0.58184	0.9733	0.73455	1
MAGEB5	5	0.088132	0.31428	0.32475	0.9426	0.75331	1
MAGEB6	5	0.043995	0.48362	0.6529	0.9807	0.62866	1
MAGEC1	5	0.11681	1.4228	0.18837	0.87052	0.15481	1
MAGEC2	5	0.039234	0.42988	0.69771	0.98282	0.66728	1
MAGEC3	5	0.045789	0.43455	0.63805	0.9785	0.66389	1
MAGED1	5	0.085019	0.96672	0.34254	0.94684	0.33368	1
MAGED2	5	-0.17466	-2.3882	0.035694	0.54361	0.016931	1
MAGED4	1	-0.3514	-1.9073	0.089959	0.75326	0.05648	1
MAGED4B	2	0.018236	0.18072	0.93617	0.99848	0.85659	1
MAGEE1	5	-0.036537	-0.56193	0.58851	0.9733	0.57416	1
MAGEE2	5	0.039231	0.57958	0.69771	0.98282	0.5622	1
MAGEF1	5	0.065928	0.65497	0.47025	0.96345	0.51249	1
MAGEH1	5	-0.15111	-1.486	0.06405	0.66782	0.13727	1
MAGI1	5	0.0064748	0.07789	0.98443	0.99927	0.93792	1
MAGI2	5	0.011401	0.10758	0.96759	0.99908	0.91433	1
MAGI3	5	0.030584	0.32778	0.77877	0.99126	0.74308	1
MAGIX	5	0.071243	0.89436	0.43184	0.95903	0.37113	1
MAGOH	5	-0.30052	-1.331	0.00139	0.10593	0.18318	1
MAGOHB	5	-0.12293	-1.0101	0.12476	0.81541	0.31244	1
MAGT1	5	0.015641	0.168	0.92366	0.99848	0.86659	1
MAK	5	-0.09026	-0.51693	0.24358	0.91743	0.6052	1
MAK16	5	-0.27436	-1.0524	0.0030579	0.17974	0.2926	1
MAL	5	-0.13128	-1.0649	0.10314	0.78058	0.28694	1
MALL	5	-0.017882	-0.094131	0.75442	0.98752	0.925	1
MALSU1	5	0.29027	1.6944	0.0021684	0.14391	0.090184	1
MALT1	5	-0.057253	-0.80827	0.42972	0.95903	0.41894	1
MAMDC2	5	0.066826	0.92629	0.46386	0.96136	0.35429	1
MAMDC4	5	-0.044118	-0.60574	0.52596	0.96847	0.54469	1
MAML1	5	0.11814	1.5452	0.18342	0.86976	0.12231	1
MAML2	5	0.12634	1.4764	0.15523	0.84941	0.13984	1
MAML3	5	-0.021672	-0.2821	0.72162	0.98552	0.77787	1
MAMLD1	5	0.0021363	0.023157	0.94501	0.99848	0.98152	1
MAMSTR	5	0.061047	0.80747	0.50751	0.9675	0.4194	1
MAN1A1	5	-0.090962	-0.96313	0.24008	0.91406	0.33548	1
MAN1A2	5	0.040061	0.38874	0.69082	0.98282	0.69747	1
MAN1B1	5	0.056622	0.68478	0.54365	0.97091	0.49348	1
MAN1C1	5	-0.014699	-0.18631	0.78544	0.99126	0.8522	1
MAN2A1	5	0.14575	1.4956	0.10041	0.77544	0.13476	1
MAN2A2	5	0.067178	0.93307	0.46114	0.96065	0.35078	1
MAN2B1	5	0.25424	1.6592	0.0061159	0.26699	0.097073	1
MAN2B2	5	0.10372	1.3199	0.24291	0.91743	0.18687	1
MAN2C1	5	0.077011	0.30764	0.3913	0.95627	0.75836	1
MANBA	5	-0.048531	-0.61402	0.49233	0.96385	0.5392	1
MANBAL	4	0.018638	0.15507	0.90898	0.99801	0.87676	1
