Gene	sgRNA	NK_vs_Control|beta	NK_vs_Control|z	NK_vs_Control|p-value	NK_vs_Control|fdr	NK_vs_Control|wald-p-value	NK_vs_Control|wald-fdr
PHB	3	0.12808	0.21822	0.25759	0.95907	0.82726	1
PHB2	3	0.54652	0.83548	0.00038919	0.075269	0.40345	1
PHC1	3	-0.15443	-1.1304	0.14489	0.88493	0.25832	1
PHC2	3	0.012964	0.11085	0.96269	0.99931	0.91174	1
PHC3	3	-0.05593	-0.46322	0.54743	0.99645	0.6432	1
PHEX	3	-0.046749	-0.42892	0.60447	0.99645	0.66798	1
PHF1	3	-0.026045	-0.2212	0.74747	0.9977	0.82494	1
PHF10	3	0.037294	0.21466	0.78394	0.99889	0.83004	1
PHF11	3	-0.041618	-0.30938	0.63794	0.99645	0.75703	1
PHF12	3	-0.17595	-1.2193	0.1028	0.82335	0.22274	1
PHF13	3	-0.099303	-0.80716	0.32203	0.97726	0.41957	1
PHF14	3	-0.081734	-0.94025	0.40481	0.99645	0.34709	1
PHF19	3	0.018366	0.11772	0.923	0.99931	0.90629	1
PHF2	3	-0.12625	-0.80994	0.22034	0.94112	0.41797	1
PHF20	3	0.031013	0.26014	0.82881	0.99889	0.79476	1
PHF20L1	3	0.022176	0.14113	0.89358	0.99931	0.88777	1
PHF21A	3	0.29838	1.5151	0.0139	0.44405	0.12976	1
PHF21B	3	0.0079387	0.050624	0.99939	0.99972	0.95963	1
PHF23	3	-0.16954	-1.359	0.11392	0.84044	0.17415	1
PHF3	3	-0.12273	-1.0287	0.23229	0.95244	0.30361	1
PHF5A	3	0.14224	0.33903	0.21061	0.94075	0.73459	1
PHF6	3	0.071595	0.32929	0.54909	0.99645	0.74193	1
PHF7	3	-0.033168	-0.24133	0.69626	0.99645	0.8093	1
PHF8	3	-0.1706	-1.2096	0.11159	0.83946	0.22645	1
PHGDH	3	0.021364	0.13665	0.90081	0.99931	0.89131	1
PHGR1	1	-0.14597	-0.45203	0.39976	0.99645	0.65125	1
PHIP	3	-0.084189	-0.55112	0.39125	0.99645	0.58155	1
PHKA1	3	-0.079871	-0.56789	0.41454	0.99645	0.57011	1
PHKA2	3	0.12156	1.3359	0.28433	0.97024	0.1816	1
PHKB	3	-0.10597	-0.93009	0.29356	0.97441	0.35232	1
PHKG1	3	-0.0063388	-0.043334	0.89036	0.99931	0.96544	1
PHKG2	3	-0.081531	-0.54275	0.40604	0.99645	0.5873	1
PHLDA1	3	-0.044472	-0.56168	0.61793	0.99645	0.57433	1
PHLDA2	3	-0.098952	-1.3475	0.32403	0.97726	0.17782	1
PHLDA3	3	0.012713	0.14016	0.96514	0.99931	0.88854	1
PHLDB1	3	0.08099	0.58278	0.48949	0.99645	0.56004	1
PHLDB2	3	-0.083483	-1.0095	0.39481	0.99645	0.31273	1
PHLDB3	3	-0.040094	-0.44054	0.64812	0.99645	0.65955	1
PHLPP1	3	0.070253	0.79566	0.55766	0.99645	0.42623	1
PHLPP2	3	0.13112	0.99407	0.2473	0.95812	0.32019	1
PHOSPHO1	3	0.053127	0.53463	0.6693	0.99645	0.59291	1
PHOSPHO2	3	0.013949	0.068033	0.95513	0.99931	0.94576	1
PHOX2A	3	-0.14067	-1.5467	0.17675	0.91165	0.12194	1
PHOX2B	3	-0.13871	-1.5114	0.18164	0.91165	0.13068	1
PHPT1	3	-0.040291	-0.49599	0.64723	0.99645	0.6199	1
PHRF1	3	0.087301	0.62476	0.45296	0.99645	0.53213	1
PHTF1	3	-0.014122	-0.10142	0.83098	0.99889	0.91922	1
PHTF2	3	0.19888	1.5903	0.081063	0.78403	0.11177	1
PHYH	3	0.10184	0.86911	0.37507	0.99221	0.38479	1
PHYHD1	3	-0.25958	-1.6915	0.025297	0.5642	0.090747	1
PHYHIP	3	0.039062	0.43312	0.76926	0.99842	0.66493	1
PHYHIPL	3	0.052162	0.42765	0.6763	0.99645	0.66891	1
PHYKPL	3	-0.19926	-1.9298	0.07011	0.75413	0.053626	1
PI15	3	0.058368	0.499	0.63422	0.99645	0.61778	1
PI16	3	0.12856	1.1306	0.25625	0.95875	0.25822	1
PI3	3	0.11695	0.71751	0.30479	0.97726	0.47306	1
PI4K2A	3	-0.14808	-1.2745	0.15873	0.89711	0.2025	1
PI4K2B	3	0.21766	1.2649	0.0566	0.71309	0.20591	1
PI4KA	3	0.1135	0.5239	0.3193	0.97726	0.60035	1
PI4KB	3	-0.013718	-0.11367	0.83359	0.99889	0.9095	1
PIANP	3	-0.17844	-2.1807	0.099299	0.81927	0.029203	1
PIAS1	3	0.26913	1.1106	0.023296	0.54475	0.26675	1
PIAS2	3	-0.025517	-0.088301	0.75153	0.99796	0.92964	1
PIAS3	3	0.0043409	0.046175	0.9692	0.99931	0.96317	1
PIAS4	3	0.0014998	0.0094996	0.94796	0.99931	0.99242	1
PIBF1	3	0.15523	0.92082	0.17097	0.91084	0.35715	1
PICALM	3	-0.074223	-0.43874	0.44284	0.99645	0.66085	1
PICK1	3	-0.032333	-0.24936	0.70188	0.99645	0.80308	1
PID1	3	0.040416	0.30785	0.75815	0.99796	0.7582	1
PIDD	3	0.013388	0.22605	0.95958	0.99931	0.82116	1
PIEZO1	3	0.24396	2.3696	0.035194	0.61833	0.017809	1
PIF1	3	0.066011	0.60849	0.58518	0.99645	0.54286	1
PIFO	3	-0.18465	-0.49592	0.088624	0.7991	0.61995	1
PIGA	3	-0.046023	-0.44262	0.60908	0.99645	0.65804	1
PIGB	3	0.26829	1.017	0.023629	0.54698	0.30916	1
PIGC	3	0.11165	0.96428	0.3267	0.97746	0.33491	1
PIGF	3	0.29296	1.8186	0.014845	0.45101	0.068968	1
PIGG	3	-0.1125	-1.1417	0.26782	0.96152	0.25357	1
PIGH	3	0.010305	0.1208	0.98249	0.99967	0.90385	1
PIGK	3	0.0042821	0.023428	0.96881	0.99931	0.98131	1
PIGL	3	0.11093	0.89467	0.3302	0.97939	0.37096	1
PIGM	3	0.1484	1.3536	0.19054	0.91484	0.17585	1
PIGN	3	0.0672	0.61901	0.57789	0.99645	0.53591	1
PIGO	3	-0.0052384	-0.045976	0.89909	0.99931	0.96333	1
PIGP	3	0.011939	0.054829	0.97053	0.99931	0.95627	1
PIGQ	3	0.074443	1.0621	0.53097	0.99645	0.28821	1
PIGR	3	0.15898	1.6076	0.1609	0.89935	0.10793	1
PIGS	3	0.096433	0.66536	0.4057	0.99645	0.50582	1
PIGT	3	-0.019433	-0.17631	0.79467	0.99889	0.86005	1
PIGU	3	-0.073266	-0.52964	0.44701	0.99645	0.59636	1
PIGV	3	0.24045	1.2801	0.03764	0.62282	0.20049	1
PIGW	3	0.23856	1.427	0.038864	0.62916	0.15357	1
PIGX	3	0.25506	1.5765	0.029857	0.596	0.11491	1
PIGY	3	-0.019515	-0.19461	0.79445	0.99889	0.8457	1
PIGZ	3	-0.073981	-0.54226	0.44379	0.99645	0.58764	1
PIH1D1	3	-0.15118	-1.237	0.15123	0.89093	0.21608	1
PIH1D2	3	0.10573	0.38883	0.35533	0.98528	0.6974	1
PIH1D3	3	0.076485	0.52976	0.51835	0.99645	0.59628	1
PIK3AP1	3	-0.098039	-1.0969	0.32742	0.97746	0.2727	1
PIK3C2A	3	0.11387	0.71654	0.31808	0.97726	0.47366	1
PIK3C2B	3	-0.029072	-0.26498	0.72568	0.99687	0.79102	1
PIK3C2G	3	0.039633	0.36841	0.76476	0.99842	0.71257	1
PIK3C3	3	0.75424	1.1022	5.5599e-05	0.026316	0.27038	1
PIK3CA	3	0.63351	2.0272	0.0001668	0.068182	0.042639	1
PIK3CB	3	0.2256	1.2503	0.049149	0.68955	0.21119	1
PIK3CD	3	0.19172	1.4498	0.092683	0.80228	0.14713	1
PIK3CG	3	0.031252	0.26639	0.82737	0.99889	0.78994	1
PIK3IP1	3	0.17746	1.3284	0.11815	0.84394	0.18405	1
PIK3R1	3	-0.17608	-0.67961	0.10269	0.82335	0.49675	1
PIK3R2	3	-0.085832	-0.61662	0.3828	0.99308	0.53749	1
PIK3R3	3	0.07613	0.60266	0.52079	0.99645	0.54674	1
PIK3R4	3	0.14439	0.70567	0.20327	0.93528	0.48039	1
PIK3R5	3	0.041809	0.31684	0.74741	0.9977	0.75136	1
PIKFYVE	3	-0.037743	-0.17595	0.66407	0.99645	0.86033	1
PILRA	3	0.063209	0.65238	0.60319	0.99645	0.51416	1
PILRB	3	-0.048943	-0.42911	0.59102	0.99645	0.66784	1
PIM1	3	0.056596	0.30263	0.64589	0.99645	0.76217	1
PIM2	3	0.052519	0.34727	0.67375	0.99645	0.72839	1
PIM3	3	0.032117	0.45471	0.82153	0.99889	0.64932	1
PIN1	3	-0.015219	-0.080327	0.82308	0.99889	0.93598	1
PIN4	3	0.12769	0.76851	0.25915	0.96057	0.44218	1
PINK1	3	0.012484	0.093314	0.96653	0.99931	0.92565	1
PINLYP	3	-0.028903	-0.23296	0.72662	0.99687	0.81579	1
PINX1	3	-0.067283	-0.2829	0.4806	0.99645	0.77725	1
PIP	3	0.19657	1.227	0.084566	0.78663	0.21982	1
PIP4K2A	3	0.024605	0.24578	0.87412	0.99931	0.80586	1
PIP4K2B	3	-0.074325	-0.61997	0.44234	0.99645	0.53528	1
PIP4K2C	3	0.23486	1.3002	0.041588	0.64625	0.19354	1
PIP5K1A	3	0.13706	0.91523	0.22623	0.9443	0.36007	1
PIP5K1B	3	0.040883	0.4131	0.75453	0.99796	0.67954	1
PIP5K1C	3	0.081229	0.81356	0.48749	0.99645	0.4159	1
PIP5KL1	3	-0.0034852	-0.035389	0.91149	0.99931	0.97177	1
PIPOX	3	-0.086915	-0.95037	0.37874	0.99257	0.34192	1
PIR	3	0.0036398	0.045887	0.96403	0.99931	0.9634	1
PIRT	3	0.058072	0.55083	0.63638	0.99645	0.58175	1
PISD	3	0.028191	0.11015	0.84855	0.99889	0.91229	1
PITHD1	3	-0.19154	-1.5362	0.078116	0.77325	0.12449	1
PITPNA	3	0.17751	1.7212	0.11815	0.84394	0.085212	1
PITPNB	3	-0.018562	-0.11876	0.80057	0.99889	0.90546	1
PITPNC1	3	0.010687	0.057766	0.9796	0.99967	0.95394	1
PITPNM1	3	-0.03635	-0.21005	0.67497	0.99645	0.83363	1
PITPNM2	3	-0.059608	-0.59037	0.52563	0.99645	0.55495	1
PITPNM3	3	0.22052	1.9495	0.05293	0.70354	0.051231	1
PITRM1	3	0.22048	0.77021	0.052986	0.70354	0.44118	1
PITX1	3	-0.056232	-0.6184	0.54487	0.99645	0.53631	1
PITX2	3	0.14733	1.467	0.19271	0.91506	0.14238	1
PITX3	3	-0.026592	-0.27807	0.74263	0.99687	0.78096	1
PIWIL1	3	-0.17241	-1.0843	0.10797	0.82633	0.27825	1
PIWIL2	3	0.093984	0.60778	0.41782	0.99645	0.54334	1
PIWIL3	3	0.09502	0.78225	0.41254	0.99645	0.43407	1
PIWIL4	3	0.1364	1.3929	0.22862	0.94685	0.16366	1
PJA1	3	0.028276	0.1547	0.84794	0.99889	0.87705	1
PJA2	3	-0.14335	-0.80486	0.16958	0.90774	0.4209	1
PKD1	3	-0.036627	-0.48871	0.67302	0.99645	0.62505	1
PKD1L1	3	-0.076221	-0.98537	0.4325	0.99645	0.32444	1
PKD1L2	3	0.032267	0.18711	0.82036	0.99889	0.85158	1
PKD2	3	-0.059037	-0.65952	0.52886	0.99645	0.50956	1
PKD2L1	3	0.065086	0.6048	0.59157	0.99645	0.54531	1
PKD2L2	3	-0.12859	-1.1671	0.21233	0.94075	0.24318	1
PKDCC	3	0.12069	1.1716	0.28811	0.97097	0.24135	1
PKDREJ	3	0.081695	1.0107	0.48482	0.99645	0.31218	1
PKHD1	3	0.15391	1.18	0.17447	0.91154	0.23799	1
PKHD1L1	3	-0.02418	-0.29751	0.76059	0.99796	0.76608	1
PKIA	2	-0.023421	-0.24297	0.80696	0.99889	0.80802	1
PKIB	3	-0.22247	-2.3661	0.047315	0.67809	0.017978	1
PKIG	3	-0.028062	-0.17655	0.7319	0.99687	0.85986	1
PKLR	3	0.079669	0.55775	0.49822	0.99645	0.57702	1
PKM	3	-0.063021	-0.27428	0.50506	0.99645	0.78387	1
PKMYT1	3	0.021812	0.071165	0.89692	0.99931	0.94327	1
PKN1	3	0.030886	0.25735	0.82981	0.99889	0.79691	1
PKN2	3	0.04397	0.38478	0.73263	0.99687	0.7004	1
PKN3	3	-0.063395	-0.53858	0.50245	0.99645	0.59017	1
PKNOX1	3	0.13799	0.64037	0.22301	0.94112	0.52193	1
PKNOX2	3	0.006947	0.073818	0.99116	0.99967	0.94116	1
PKP1	3	0.18541	1.5695	0.10286	0.82335	0.11652	1
PKP2	3	0.031801	0.4443	0.82359	0.99889	0.65683	1
PKP3	3	0.012413	0.13105	0.96703	0.99931	0.89573	1
PKP4	3	-0.063764	-0.59901	0.50011	0.99645	0.54917	1
PLA1A	3	-0.059915	-0.66461	0.52391	0.99645	0.5063	1
PLA2G10	1	0.066978	0.40481	0.73785	0.99687	0.68562	1
PLA2G12A	3	-0.044928	-0.38992	0.6157	0.99645	0.6966	1
PLA2G12B	3	-0.14143	-1.3808	0.17486	0.91154	0.16734	1
PLA2G15	3	0.095765	1.017	0.40837	0.99645	0.30916	1
PLA2G16	3	-0.076851	-0.80313	0.42883	0.99645	0.4219	1
PLA2G1B	3	-0.037755	-0.1885	0.66402	0.99645	0.85049	1
PLA2G2A	3	-0.062702	-0.46548	0.50673	0.99645	0.64159	1
PLA2G2D	3	0.0042649	0.067901	0.96848	0.99931	0.94586	1
PLA2G2E	3	0.11274	1.5737	0.32192	0.97726	0.11555	1
PLA2G2F	3	-0.16865	-2.0004	0.11598	0.84385	0.045457	1
PLA2G3	3	-0.15233	-1.2758	0.14867	0.88782	0.20203	1
PLA2G4A	3	-0.13593	-0.73423	0.18909	0.91229	0.46281	1
PLA2G4B	2	0.3597	2.2897	0.018514	0.49333	0.022038	1
PLA2G4C	3	-0.017346	-0.14773	0.80902	0.99889	0.88255	1
PLA2G4D	3	0.12708	1.1905	0.26193	0.96152	0.23386	1
PLA2G4E	3	0.020414	0.19496	0.90837	0.99931	0.84543	1
PLA2G4F	3	0.095324	1.1791	0.4106	0.99645	0.23837	1
PLA2G5	3	-0.01503	-0.099643	0.82414	0.99889	0.92063	1
PLA2G6	3	-0.029311	-0.24789	0.72373	0.99687	0.80422	1
PLA2G7	3	-0.05954	-0.26838	0.52624	0.99645	0.7884	1
PLA2R1	3	-0.066828	-0.40015	0.48354	0.99645	0.68904	1
PLAA	3	-0.050565	-0.42541	0.58056	0.99645	0.67054	1
PLAC1	3	0.076147	0.61552	0.52063	0.99645	0.53821	1
PLAC8	3	-0.068023	-0.41803	0.47676	0.99645	0.67592	1
PLAC8L1	3	0.073602	0.48053	0.53664	0.99645	0.63085	1
PLAC9	3	0.080675	0.64612	0.49188	0.99645	0.5182	1
PLAG1	3	0.010512	0.097321	0.98087	0.99967	0.92247	1
PLAGL1	3	-0.010914	-0.13977	0.85522	0.99916	0.88884	1
PLAGL2	3	-0.049708	-0.6207	0.5859	0.99645	0.5348	1
PLAT	3	-0.045491	-0.39045	0.61209	0.99645	0.6962	1
PLAU	3	0.15598	1.1798	0.16908	0.90587	0.2381	1
PLAUR	3	0.050068	0.36376	0.69076	0.99645	0.71604	1
PLB1	3	-0.084013	-0.9774	0.39192	0.99645	0.32837	1
PLBD1	3	-0.16082	-1.1305	0.13088	0.86184	0.25827	1
PLBD2	3	0.0030638	0.024026	0.95958	0.99931	0.98083	1
PLCB1	3	-0.061876	-0.6077	0.51173	0.99645	0.54339	1
PLCB2	3	0.096369	0.70969	0.40609	0.99645	0.47789	1
PLCB3	3	-0.12551	-0.8742	0.22251	0.94112	0.38201	1
PLCB4	3	-0.074177	-0.45691	0.44318	0.99645	0.64773	1
PLCD1	3	0.17749	1.0992	0.11815	0.84394	0.2717	1
PLCD4	3	-0.056787	-0.50944	0.54087	0.99645	0.61044	1
PLCE1	3	0.18683	1.1762	0.10041	0.81979	0.23951	1
PLCG1	3	0.071363	0.34251	0.55037	0.99645	0.73197	1
PLCG2	3	0.028489	0.22859	0.84638	0.99889	0.81919	1
PLCH1	3	0.24624	1.0553	0.034193	0.61515	0.29127	1
PLCH2	3	0.029141	0.30097	0.84154	0.99889	0.76344	1
PLCL1	3	0.12959	0.89852	0.25231	0.95812	0.36891	1
PLCL2	3	0.21584	1.0486	0.059213	0.72945	0.29438	1
PLCXD1	3	-0.063656	-0.57101	0.50072	0.99645	0.568	1
PLCXD2	3	0.052802	0.46293	0.6718	0.99645	0.64342	1
PLCXD3	3	-0.058564	-0.39335	0.53197	0.99645	0.69406	1
PLCZ1	3	0.23995	0.71041	0.038252	0.62602	0.47745	1
PLD1	3	0.28472	1.2189	0.017736	0.48806	0.22288	1
PLD2	3	0.073244	0.75141	0.53859	0.99645	0.45241	1
PLD3	3	0.068207	0.64932	0.57078	0.99645	0.51613	1
PLD4	3	0.079703	0.76358	0.49811	0.99645	0.44512	1
PLD5	3	0.10009	0.81428	0.38402	0.99339	0.41549	1
PLD6	3	-0.036881	-0.50041	0.6708	0.99645	0.61679	1
PLEC	3	-0.045318	-0.34461	0.61314	0.99645	0.73039	1
PLEK	3	0.0053797	0.061752	0.97798	0.99967	0.95076	1
PLEK2	3	0.16093	1.4273	0.15651	0.89711	0.1535	1
PLEKHA1	3	-0.17733	-1.3942	0.10108	0.82144	0.16326	1
PLEKHA3	3	0.11794	0.70912	0.30085	0.97726	0.47825	1
PLEKHA4	3	-4.6168e-05	-0.00054652	0.93495	0.99931	0.99956	1
PLEKHA5	3	-0.072568	-0.92893	0.4508	0.99645	0.35292	1
PLEKHA6	3	-0.0025962	-0.0216	0.91727	0.99931	0.98277	1
PLEKHA7	3	-0.048178	-0.39594	0.59552	0.99645	0.69215	1
PLEKHA8	3	-0.093362	-0.56037	0.34955	0.985	0.57523	1
PLEKHB1	3	-0.042195	-0.27784	0.63444	0.99645	0.78114	1
PLEKHB2	3	0.14176	1.1818	0.21289	0.94075	0.23727	1
PLEKHD1	3	-0.028885	-0.37434	0.72662	0.99687	0.70815	1
PLEKHF1	3	-0.017064	-0.1593	0.81069	0.99889	0.87343	1
PLEKHF2	3	-0.056036	-0.30684	0.54654	0.99645	0.75897	1
PLEKHG1	3	-0.051753	-0.38779	0.57239	0.99645	0.69817	1
PLEKHG2	3	-0.14013	-1.2589	0.17769	0.91165	0.20805	1
PLEKHG3	3	0.079495	0.65884	0.49911	0.99645	0.51	1
PLEKHG4	3	0.03923	0.34503	0.76815	0.99842	0.73007	1
PLEKHG4B	3	-0.084449	-0.85549	0.38975	0.99616	0.39228	1
PLEKHG5	3	-0.026149	-0.31037	0.74669	0.99747	0.75628	1
PLEKHG6	3	0.11061	0.95424	0.33187	0.97951	0.33996	1
PLEKHG7	3	0.042494	0.5177	0.74241	0.99687	0.60467	1
PLEKHH1	3	0.058441	0.57865	0.63372	0.99645	0.56282	1
PLEKHH2	3	0.19909	1.491	0.080841	0.78403	0.13596	1
PLEKHH3	3	-0.058647	-0.69014	0.53136	0.99645	0.4901	1
PLEKHJ1	3	0.11976	0.54675	0.29223	0.97244	0.58455	1
PLEKHM1	3	0.0022457	0.012002	0.95402	0.99931	0.99042	1
PLEKHM2	3	-0.12881	-1.544	0.21189	0.94075	0.12258	1
PLEKHM3	3	0.063912	0.59103	0.59835	0.99645	0.5545	1
PLEKHN1	3	0.095665	0.67557	0.40871	0.99645	0.49931	1
PLEKHO1	3	0.018987	0.22676	0.91849	0.99931	0.82061	1
PLEKHO2	3	0.1336	0.99342	0.23896	0.95705	0.3205	1
PLEKHS1	3	0.12872	0.51959	0.25548	0.95814	0.60335	1
PLG	3	-0.038521	-0.27935	0.65912	0.99645	0.77997	1
PLGLB2	1	-0.27574	-0.47337	0.15801	0.89711	0.63595	1
PLGRKT	3	-0.13098	-1.0549	0.20455	0.93567	0.29145	1
PLIN1	3	-0.015104	-0.19826	0.82353	0.99889	0.84284	1
PLIN2	3	-0.071135	-0.42972	0.45952	0.99645	0.6674	1
PLIN3	3	0.056406	0.48347	0.64756	0.99645	0.62876	1
PLIN4	3	-0.13876	-1.0778	0.18159	0.91165	0.28112	1
PLIN5	3	0.10954	0.98151	0.33671	0.98138	0.32634	1
PLK1	3	0.15685	0.32986	0.16691	0.90375	0.7415	1
PLK2	3	-0.059896	-0.37828	0.52396	0.99645	0.70522	1
PLK3	3	0.0018057	0.016229	0.95063	0.99931	0.98705	1
PLK4	3	0.11139	0.54618	0.32798	0.97746	0.58494	1
PLK5	3	-0.0061021	-0.056293	0.89236	0.99931	0.95511	1
PLLP	3	0.017087	0.18304	0.93273	0.99931	0.85477	1
PLOD1	3	0.096976	0.87447	0.40237	0.99645	0.38186	1
PLOD2	3	0.021829	0.17936	0.89686	0.99931	0.85765	1
PLOD3	3	-0.098159	-0.94454	0.32698	0.97746	0.34489	1
PLP1	3	0.084821	0.82964	0.46647	0.99645	0.40674	1
PLP2	3	-0.18598	-1.0276	0.086345	0.79165	0.30414	1
PLRG1	3	-0.10266	-0.27533	0.30902	0.97726	0.78307	1
PLS1	3	-0.039039	-0.18926	0.65557	0.99645	0.84989	1
PLS3	3	0.09829	0.37766	0.39525	0.99645	0.70569	1
PLSCR1	3	0.11526	0.57852	0.31185	0.97726	0.56291	1
PLSCR2	3	-0.037124	-0.29396	0.66885	0.99645	0.76879	1
PLSCR3	3	0.018838	0.17562	0.91994	0.99931	0.86059	1
PLSCR4	3	-0.039066	-0.38324	0.65557	0.99645	0.70154	1
PLSCR5	3	-0.028772	-0.2374	0.72718	0.99687	0.81234	1
PLTP	3	0.19018	1.5412	0.09424	0.80294	0.12328	1
PLVAP	3	-0.0027383	-0.029346	0.91655	0.99931	0.97659	1
PLXDC1	3	-0.12626	-1.2099	0.22034	0.94112	0.22631	1
PLXDC2	3	-0.00087023	-0.0075553	0.9295	0.99931	0.99397	1
PLXNA1	3	0.089905	0.74894	0.4394	0.99645	0.45389	1
PLXNA2	3	-0.045189	-0.37319	0.61398	0.99645	0.709	1
PLXNA3	3	-0.022331	-0.27066	0.77405	0.99878	0.78666	1
PLXNA4	3	-0.050451	-0.42339	0.58151	0.99645	0.67201	1
PLXNB1	3	0.054495	0.50985	0.65996	0.99645	0.61016	1
PLXNB2	3	0.031114	0.31308	0.8282	0.99889	0.75422	1
PLXNB3	3	-0.053731	-0.8185	0.56055	0.99645	0.41307	1
PLXNC1	3	0.025803	0.42207	0.86573	0.99931	0.67297	1
PLXND1	3	-0.068976	-0.98122	0.47103	0.99645	0.32648	1
PM20D1	3	0.037568	0.3315	0.78222	0.99889	0.74027	1
PM20D2	3	0.072843	0.80428	0.54053	0.99645	0.42123	1
PMAIP1	2	-0.28823	-2.8959	0.042589	0.65081	0.0037804	1
PMCH	3	0.023994	0.1178	0.8798	0.99931	0.90622	1
PMEL	3	-0.12018	-0.95524	0.24141	0.95812	0.33946	1
PMEPA1	3	0.046325	0.69423	0.71656	0.99645	0.48754	1
PMF1	3	0.17091	0.68851	0.13221	0.86293	0.49113	1
PMF1-BGLAP	3	0.25055	0.50219	0.031858	0.60105	0.61554	1
PMFBP1	3	0.09528	0.68247	0.41099	0.99645	0.49494	1
PML	3	0.014423	0.056717	0.95146	0.99931	0.95477	1
PMM1	3	0.045331	0.30847	0.72306	0.99687	0.75772	1
PMM2	3	-0.24831	-2.0102	0.030357	0.59657	0.044414	1
PMP2	3	-0.28552	-2.7017	0.016235	0.47173	0.0068983	1
PMP22	3	-0.12792	-1.7207	0.21444	0.94075	0.085314	1
PMPCA	3	-0.02025	-0.051352	0.78906	0.99889	0.95904	1
PMPCB	3	-0.21921	-0.46814	0.050928	0.69817	0.63968	1
PMS1	3	-0.089899	-0.58802	0.36506	0.98767	0.55652	1
PMS2	3	-0.063618	-0.48503	0.50083	0.99645	0.62766	1
PMVK	3	0.090408	0.31959	0.43728	0.99645	0.74928	1
PNCK	3	-0.21796	-1.154	0.05204	0.70323	0.2485	1
PNISR	3	0.14193	0.83932	0.21194	0.94075	0.40129	1
PNKD	3	0.020121	0.26218	0.9101	0.99931	0.79319	1
PNKP	3	-0.10801	-0.71066	0.28556	0.97048	0.47729	1
PNLDC1	3	-0.17652	-0.69694	0.10219	0.82274	0.48584	1
PNLIP	3	0.013001	0.055706	0.96247	0.99931	0.95558	1
PNLIPRP1	3	0.090501	0.95636	0.43712	0.99645	0.33889	1
PNLIPRP3	3	-0.040039	-0.17747	0.64845	0.99645	0.85914	1
PNMA1	3	-0.090797	-1.0979	0.36123	0.98559	0.27226	1
PNMA2	3	0.025303	0.18297	0.86968	0.99931	0.85482	1
PNMA3	3	-0.071152	-0.67365	0.45936	0.99645	0.50053	1
PNMA5	3	-0.087462	-0.78688	0.37674	0.99226	0.43135	1
PNMA6C	1	0.012358	0.091392	0.98326	0.99967	0.92718	1
PNMAL1	3	-0.079761	-0.63182	0.41521	0.99645	0.5275	1
PNMAL2	3	-0.0067644	-0.056461	0.88725	0.99931	0.95497	1
PNMT	3	-0.096916	-0.94939	0.33265	0.97956	0.34242	1
PNN	3	-0.035478	-0.27858	0.6817	0.99645	0.78057	1
PNO1	3	-0.02637	-0.1103	0.74458	0.99687	0.91217	1
PNOC	3	-0.059418	-0.54542	0.5268	0.99645	0.58546	1
PNP	3	0.019752	0.10905	0.91232	0.99931	0.91316	1
PNPLA1	3	-0.187	-1.3102	0.085066	0.78663	0.19013	1
PNPLA2	3	-0.13071	-1.7001	0.20533	0.9357	0.089113	1
PNPLA3	3	-0.18904	-1.7647	0.082175	0.78663	0.077616	1
PNPLA4	3	0.055542	0.57222	0.65317	0.99645	0.56717	1
PNPLA5	3	-0.083233	-1.0373	0.39609	0.99645	0.2996	1
PNPLA6	3	0.066366	0.53539	0.58301	0.99645	0.59238	1
PNPLA7	3	-0.05564	-0.39083	0.5487	0.99645	0.69593	1
PNPLA8	3	-0.11812	-0.95059	0.24908	0.95812	0.34181	1
PNPO	3	-0.019055	-0.16156	0.79706	0.99889	0.87165	1
PNPT1	3	-0.055293	-0.09784	0.55087	0.99645	0.92206	1
PNRC1	3	-0.14362	-1.3049	0.16858	0.90537	0.19191	1
PNRC2	3	0.052877	0.30959	0.67108	0.99645	0.75687	1
POC1A	3	-0.034064	-0.27799	0.69043	0.99645	0.78102	1
POC1B	3	0.063969	0.43658	0.59824	0.99645	0.66242	1
POC1B-GALNT4	1	0.005639	0.024223	0.9866	0.99967	0.98067	1
POC5	3	0.066176	0.23773	0.58401	0.99645	0.81209	1
PODN	3	0.11709	0.93825	0.30424	0.97726	0.34811	1
PODNL1	3	0.1791	1.0196	0.11503	0.84044	0.30792	1
PODXL	3	0.040603	0.42293	0.75692	0.99796	0.67235	1
PODXL2	3	-0.017147	-0.16556	0.81019	0.99889	0.8685	1
POF1B	3	-0.015607	-0.1407	0.82008	0.99889	0.88811	1
POFUT1	3	-0.14897	-1.7804	0.15673	0.89711	0.075003	1
POFUT2	3	0.088806	0.77824	0.4454	0.99645	0.43643	1
POGK	3	-0.029093	-0.25298	0.72562	0.99687	0.80028	1
POGLUT1	3	-0.13876	-1.2364	0.18159	0.91165	0.2163	1
POGZ	3	0.055786	0.46625	0.65162	0.99645	0.64103	1
POLA1	3	0.22614	0.64311	0.048705	0.6876	0.52015	1
POLA2	3	-0.21359	-0.82262	0.055877	0.71157	0.41073	1
POLB	3	-0.011363	-0.083965	0.85211	0.99902	0.93308	1
POLD1	3	0.18529	0.70259	0.10336	0.82335	0.48231	1
POLD2	3	-0.071648	-0.27102	0.45647	0.99645	0.78638	1
POLD3	3	-0.26406	-0.59799	0.023185	0.54475	0.54984	1
POLD4	3	-0.087388	-0.83576	0.3769	0.99226	0.40329	1
POLDIP3	3	0.021072	0.19713	0.90365	0.99931	0.84372	1
