Gene	beta	fdr	dataset	hit
NKTR	-0.29294	0.22078	top4	NOT
NKX1-2	-0.036858	0.98431	top4	NOT
NKX2-1	0.010108	0.99832	top4	NOT
NKX2-2	-0.060569	0.96963	top4	NOT
NKX2-3	0.046153	0.9899	top4	NOT
NKX2-4	-0.089748	0.93857	top4	NOT
NKX2-5	0.098412	0.9441	top4	NOT
NKX2-8	-0.050088	0.97782	top4	NOT
NKX3-1	0.019148	0.99662	top4	NOT
NKX3-2	-0.05182	0.97782	top4	NOT
NKX6-1	-0.032975	0.98817	top4	NOT
NKX6-2	-0.0068329	0.99445	top4	NOT
NKX6-3	0.054109	0.98163	top4	NOT
NLE1	0.060033	0.98163	top4	NOT
NLGN1	0.090812	0.95746	top4	NOT
NLGN2	0.041201	0.99183	top4	NOT
NLGN3	-0.097049	0.93425	top4	NOT
NLGN4X	-0.070439	0.96616	top4	NOT
NLGN4Y	0.1826	0.70332	top4	NOT
NLK	-0.15246	0.8022	top4	NOT
NLN	0.093166	0.95655	top4	NOT
NLRC4	0.061646	0.98057	top4	NOT
NLRC5	0.077076	0.96897	top4	NOT
NLRP1	-0.076617	0.95762	top4	NOT
NLRP10	0.08122	0.9678	top4	NOT
NLRP11	0.05387	0.98163	top4	NOT
NLRP12	0.11981	0.91886	top4	NOT
NLRP13	-0.046331	0.98057	top4	NOT
NLRP14	0.015047	0.99749	top4	NOT
NLRP2	-0.086311	0.94195	top4	NOT
NLRP3	-0.05316	0.97658	top4	NOT
NLRP4	-0.0023688	0.99749	top4	NOT
NLRP5	-0.15067	0.8123	top4	NOT
NLRP6	0.0025665	0.99788	top4	NOT
NLRP7	-0.15343	0.79851	top4	NOT
NLRP8	0.10627	0.93599	top4	NOT
NLRP9	0.048612	0.98807	top4	NOT
NLRX1	0.019393	0.99662	top4	NOT
NMB	0.10553	0.93619	top4	NOT
NMBR	0.011196	0.99832	top4	NOT
NMD3	0.27129	0.32265	top4	NOT
NME1	-0.023241	0.99258	top4	NOT
NME1-NME2	-0.23799	0.5879	top4	NOT
NME2	-0.043614	0.98493	top4	NOT
NME3	-0.05005	0.97782	top4	NOT
NME4	0.046553	0.98986	top4	NOT
NME5	0.015767	0.99749	top4	NOT
NME6	-0.16223	0.76686	top4	NOT
NME7	0.040543	0.99199	top4	NOT
NME8	-0.11714	0.88301	top4	NOT
NME9	0.15883	0.81508	top4	NOT
NMI	0.16879	0.78916	top4	NOT
NMNAT1	0.10343	0.93857	top4	NOT
NMNAT2	0.041425	0.99183	top4	NOT
NMNAT3	0.024778	0.99321	top4	NOT
NMRAL1	0.0036895	0.99788	top4	NOT
NMRK1	0.022918	0.99445	top4	NOT
NMRK2	0.083833	0.96701	top4	NOT
NMS	0.10485	0.93752	top4	NOT
NMT1	0.073622	0.97217	top4	NOT
NMT2	0.010354	0.99832	top4	NOT
NMU	-0.14599	0.82717	top4	NOT
NMUR1	0.072534	0.97507	top4	NOT
NMUR2	-0.048998	0.97782	top4	NOT
NNAT	-0.13545	0.86037	top4	NOT
NNMT	0.10332	0.93857	top4	NOT
NNT	-0.074436	0.96087	top4	NOT
NOA1	-0.045742	0.98117	top4	NOT
NOB1	-0.047374	0.98057	top4	NOT
NOC2L	0.098615	0.94361	top4	NOT
NOC3L	0.1024	0.93857	top4	NOT
NOC4L	0.12635	0.89965	top4	NOT
NOD1	-0.064053	0.9678	top4	NOT
NOD2	0.04628	0.98986	top4	NOT
NODAL	0.018849	0.99718	top4	NOT
NOG	0.042122	0.9916	top4	NOT
NOL10	0.23381	0.48705	top4	NOT
NOL11	-0.21041	0.5541	top4	NOT
NOL12	0.089454	0.95983	top4	NOT
NOL3	0.035584	0.99276	top4	NOT
NOL4	0.14173	0.86866	top4	NOT
NOL6	-0.33738	0.11856	top4	NOT
NOL7	-0.0039297	0.9953	top4	NOT
NOL8	0.10661	0.93549	top4	NOT
NOL9	-0.083797	0.94935	top4	NOT
NOLC1	0.038243	0.99276	top4	NOT
NOM1	0.13678	0.87563	top4	NOT
NOMO1	-0.29531	0.86011	top4	NOT
NOMO2	-0.20982	0.55628	top4	NOT
NOMO3	-0.095782	0.9806	top4	NOT
NONO	-0.05349	0.97658	top4	NOT
NOP10	0.061108	0.98163	top4	NOT
NOP14	-0.1131	0.89965	top4	NOT
NOP16	0.097972	0.94529	top4	NOT
NOP2	-0.12441	0.87618	top4	NOT
NOP56	0.095989	0.95163	top4	NOT
NOP58	-0.010605	0.99276	top4	NOT
NOP9	-0.0238	0.99256	top4	NOT
NOS1	0.059669	0.98163	top4	NOT
NOS1AP	0.14416	0.86467	top4	NOT
NOS2	0.020766	0.99516	top4	NOT
NOS3	-0.0010204	0.99749	top4	NOT
NOSIP	-0.175	0.69769	top4	NOT
NOSTRIN	0.10948	0.93425	top4	NOT
NOTCH1	-0.051042	0.97782	top4	NOT
NOTCH2	0.17682	0.74482	top4	NOT
NOTCH2NL	0.069939	0.97647	top4	NOT
NOTCH3	0.044791	0.9899	top4	NOT
NOTCH4	-0.0010955	0.99749	top4	NOT
NOTO	-0.0063292	0.99445	top4	NOT
NOTUM	0.074987	0.96963	top4	NOT
NOV	0.067584	0.97749	top4	NOT
NOVA1	0.1377	0.87489	top4	NOT
NOVA2	-0.053936	0.97647	top4	NOT
NOX1	0.02777	0.99276	top4	NOT
NOX3	0.11273	0.93425	top4	NOT
NOX4	-0.059408999999999997	0.97181	top4	NOT
NOX5	0.21998	0.56157	top4	NOT
NOXA1	0.029785	0.99276	top4	NOT
NOXO1	0.042762	0.9916	top4	NOT
NOXRED1	0.076161	0.96924	top4	NOT
NPAP1	0.13313	0.88127	top4	NOT
NPAS1	-0.060444	0.96963	top4	NOT
NPAS2	-0.12947	0.8712	top4	NOT
NPAS3	0.060909	0.98117	top4	NOT
NPAS4	-0.10067	0.93425	top4	NOT
NPAT	-0.12584	0.87489	top4	NOT
NPB	-0.0069703	0.99445	top4	NOT
NPBWR1	-0.061511	0.96924	top4	NOT
NPBWR2	0.02362	0.99445	top4	NOT
NPC1	-0.048943	0.97782	top4	NOT
NPC1L1	0.067457	0.97774	top4	NOT
NPC2	-0.0083729	0.99348	top4	NOT
NPDC1	0.013195	0.99788	top4	NOT
NPEPL1	0.057111	0.98163	top4	NOT
NPEPPS	-0.062514	0.96897	top4	NOT
NPFF	0.0091502	0.99832	top4	NOT
NPFFR1	-0.11951	0.88267	top4	NOT
NPFFR2	0.12414	0.90781	top4	NOT
NPHP1	0.14188	0.86866	top4	NOT
NPHP3	-0.13723	0.85599	top4	NOT
NPHP4	0.12462	0.90493	top4	NOT
NPHS1	0.096262	0.95125	top4	NOT
NPHS2	0.074987	0.96963	top4	NOT
NPIPA5	-0.10242	0.97782	top4	NOT
NPL	0.085154	0.96439	top4	NOT
NPLOC4	-0.08672	0.94195	top4	NOT
NPM1	-0.1511	0.86866	top4	NOT
NPM2	-0.070202	0.96701	top4	NOT
NPM3	-0.077572	0.95672	top4	NOT
NPNT	-0.017123	0.99276	top4	NOT
NPPA	0.018416	0.99749	top4	NOT
NPPB	0.12376	0.90935	top4	NOT
NPPC	0.046534	0.98986	top4	NOT
NPR1	-5.9756e-4	0.99749	top4	NOT
NPR2	-0.066897	0.9678	top4	NOT
NPR3	0.10704	0.93549	top4	NOT
NPRL2	0.2009	0.6432	top4	NOT
NPS	0.047656	0.9888	top4	NOT
NPSR1	-0.020283	0.99276	top4	NOT
NPTN	0.11226	0.93425	top4	NOT
NPTX1	0.12808	0.89341	top4	NOT
NPTX2	0.041305	0.99183	top4	NOT
NPTXR	-0.013924	0.99276	top4	NOT
NPVF	0.098864	0.94361	top4	NOT
NPW	0.03156	0.99276	top4	NOT
NPY	-0.086336	0.94195	top4	NOT
NPY1R	-0.11705	0.88301	top4	NOT
NPY2R	0.27595	0.31317	top4	NOT
NPY4R	-0.050372	0.97782	top4	NOT
NPY5R	-0.089717	0.93857	top4	NOT
NQO1	0.14574	0.86244	top4	NOT
NQO2	-0.099837	0.93425	top4	NOT
NR0B1	0.048313	0.98837	top4	NOT
NR0B2	0.017952	0.99749	top4	NOT
NR1D1	-0.083307	0.95048	top4	NOT
NR1D2	-0.069334	0.9678	top4	NOT
NR1H2	-0.016969	0.99276	top4	NOT
NR1H3	0.014168	0.99749	top4	NOT
NR1H4	-0.020138	0.99276	top4	NOT
NR1I2	-0.057793	0.97647	top4	NOT
NR1I3	-0.064902	0.9678	top4	NOT
NR2C1	-0.039637	0.98163	top4	NOT
NR2C2	0.21077	0.59472	top4	NOT
NR2C2AP	-0.068922	0.9678	top4	NOT
NR2E1	0.046396	0.98986	top4	NOT
NR2F1	-0.018857	0.99276	top4	NOT
NR2F2	0.25697	0.37907	top4	NOT
NR2F6	0.0040589	0.99788	top4	NOT
NR3C1	-0.004578	0.99516	top4	NOT
NR3C2	0.077715	0.9681	top4	NOT
NR4A1	-0.16662	0.73174	top4	NOT
NR4A2	0.098355	0.9441	top4	NOT
NR4A3	-0.051105	0.97782	top4	NOT
NR5A1	-0.096747	0.93425	top4	NOT
NR5A2	-0.033641	0.98763	top4	NOT
NR6A1	0.028772	0.99276	top4	NOT
NRAP	0.023242	0.99445	top4	NOT
NRARP	-0.057767	0.97647	top4	NOT
NRAS	0.11243	0.93425	top4	NOT
NRBF2	-0.10126	0.94361	top4	NOT
NRBP1	-0.06705	0.9678	top4	NOT
NRBP2	-0.058413	0.97434	top4	NOT
NRCAM	0.033482	0.99276	top4	NOT
NRD1	0.2484	0.42406	top4	NOT
NRDE2	0.24097	0.47035	top4	NOT
NREP	0.041022	0.99183	top4	NOT
NRF1	0.10816	0.93425	top4	NOT
NRG1	-0.090431	0.93857	top4	NOT
NRG2	-0.14532	0.82962	top4	NOT
NRG3	0.20636	0.6133	top4	NOT
NRG4	0.12058	0.91886	top4	NOT
NRGN	-0.07892	0.95672	top4	NOT
NRIP1	-0.088759	0.93857	top4	NOT
NRIP2	-0.014661	0.99276	top4	NOT
NRIP3	-0.03171	0.98924	top4	NOT
NRK	0.010891	0.99832	top4	NOT
NRL	0.013251	0.99788	top4	NOT
NRM	-0.041171	0.98163	top4	NOT
NRN1	-0.0020929	0.99749	top4	NOT
NRN1L	-0.011147	0.99276	top4	NOT
NRP1	-0.22394	0.47903	top4	NOT
NRP2	-0.0060985	0.99445	top4	NOT
NRROS	-0.045298	0.98163	top4	NOT
NRSN1	0.030123	0.99276	top4	NOT
NRSN2	-0.010979	0.99276	top4	NOT
NRTN	-0.028428	0.99111	top4	NOT
NRXN1	-0.059415	0.97181	top4	NOT
NRXN2	0.10004	0.94195	top4	NOT
NRXN3	0.017557	0.99749	top4	NOT
NSA2	-0.14909	0.81508	top4	NOT
NSD1	-0.1587	0.78888	top4	NOT
NSDHL	-0.22308	0.47903	top4	NOT
NSF	0.15477	0.83601	top4	NOT
NSFL1C	0.072695	0.97374	top4	NOT
NSG1	0.0045195	0.99832	top4	NOT
NSL1	0.25317	0.40033	top4	NOT
NSMAF	0.025612	0.99276	top4	NOT
NSMCE1	0.4021	0.076923	top4	UP
NSMCE2	0.027867	0.99276	top4	NOT
NSMCE4A	-0.26214	0.31317	top4	NOT
NSMF	-0.04452	0.98163	top4	NOT
NSRP1	0.05405	0.98163	top4	NOT
NSUN2	0.069196	0.97647	top4	NOT
NSUN3	-0.030063	0.9899	top4	NOT
NSUN4	-0.095596	0.93425	top4	NOT
NSUN5	0.021329999999999998	0.99473	top4	NOT
NSUN6	-0.065776	0.9678	top4	NOT
NSUN7	-0.0022417	0.99749	top4	NOT
NT5C	0.079654	0.9678	top4	NOT
NT5C1A	0.021387	0.99473	top4	NOT
NT5C1B	-0.057676	0.97647	top4	NOT
NT5C1B-RDH14	0.019313	0.99749	top4	NOT
NT5C2	0.025289	0.99276	top4	NOT
NT5C3A	-0.14928	0.81508	top4	NOT
NT5C3B	-0.02593	0.99183	top4	NOT
NT5DC1	0.010659	0.99832	top4	NOT
NT5DC2	-0.0027507	0.99718	top4	NOT
NT5DC3	-0.015346	0.99276	top4	NOT
NT5E	-0.064436	0.9678	top4	NOT
NT5M	0.055916	0.98163	top4	NOT
NTAN1	-0.10424	0.9259	top4	NOT
NTF3	-0.024896	0.99183	top4	NOT
NTF4	0.071643	0.97647	top4	NOT
NTHL1	0.014619	0.99749	top4	NOT
NTM	-0.065838	0.9678	top4	NOT
NTMT1	-0.13693	0.85704	top4	NOT
NTN1	-0.012833	0.99276	top4	NOT
NTN3	-8.7798e-4	0.99749	top4	NOT
NTN4	-0.099599	0.93425	top4	NOT
NTN5	-0.012201	0.99276	top4	NOT
NTNG1	-0.010271	0.99276	top4	NOT
NTNG2	-0.034922	0.98493	top4	NOT
NTPCR	0.046009	0.9899	top4	NOT
NTRK1	0.04011	0.99256	top4	NOT
NTRK2	0.058972	0.98163	top4	NOT
NTRK3	0.0018296	0.99749	top4	NOT
NTS	-0.13534	0.86037	top4	NOT
NTSR1	-0.051294	0.97782	top4	NOT
NTSR2	0.077019	0.96897	top4	NOT
NUAK1	-0.065894	0.9678	top4	NOT
NUAK2	0.12849	0.88889	top4	NOT
NUB1	0.020714	0.99516	top4	NOT
NUBP1	0.39235	0.096154	top4	UP
NUBP2	-0.10028	0.93425	top4	NOT
NUBPL	-0.048487	0.97863	top4	NOT
NUCB1	-0.0087239	0.99321	top4	NOT
NUCB2	0.069926	0.97647	top4	NOT
NUCKS1	0.1464	0.86241	top4	NOT
NUDC	0.23824	0.47706	top4	NOT
NUDCD1	0.23667	0.47903	top4	NOT
NUDCD2	-0.10777	0.91587	top4	NOT
NUDCD3	-0.17845	0.6937	top4	NOT
NUDT1	0.021397	0.99473	top4	NOT
NUDT10	-0.079094	0.95655	top4	NOT
NUDT11	0.098019	0.96261	top4	NOT
NUDT12	-0.086121	0.94195	top4	NOT
NUDT13	0.13389	0.87673	top4	NOT
NUDT14	0.050624	0.98493	top4	NOT
NUDT15	-0.090197	0.93857	top4	NOT
NUDT16	0.12236	0.91489	top4	NOT
NUDT16L1	-0.0019398	0.99749	top4	NOT
NUDT17	0.053246	0.98235	top4	NOT
NUDT19	0.011992	0.99788	top4	NOT
NUDT2	0.063886	0.97782	top4	NOT
NUDT21	-0.23393	0.4273	top4	NOT
NUDT22	0.0051934	0.99832	top4	NOT
NUDT3	-0.011283	0.99276	top4	NOT
NUDT4	-0.19304	0.63441	top4	NOT
NUDT5	0.011902	0.99788	top4	NOT
NUDT6	0.045616	0.9899	top4	NOT
NUDT7	0.092559	0.95672	top4	NOT
NUDT8	-0.068897	0.9678	top4	NOT
NUDT9	0.16327	0.79963	top4	NOT
NUF2	0.35674	0.13426	top4	NOT
NUFIP1	-0.094005	0.93545	top4	NOT
NUFIP2	-0.25669	0.31976	top4	NOT
NUGGC	0.05082	0.98493	top4	NOT
NUMA1	-0.10418	0.9259	top4	NOT
NUMB	0.11946	0.92053	top4	NOT
NUMBL	0.049474	0.98693	top4	NOT
NUP107	0.022479	0.99445	top4	NOT
NUP133	0.68914	0	top4	UP
NUP153	-0.074089	0.96087	top4	NOT
NUP155	0.10497	0.93751	top4	NOT
NUP160	-0.039618	0.98163	top4	NOT
NUP188	0.21169	0.59164	top4	NOT
NUP205	0.068191	0.97658	top4	NOT
NUP210	0.078945	0.9678	top4	NOT
NUP210L	-0.083633	0.94947	top4	NOT
NUP214	-0.4249	0.055556	top4	DOWN
NUP35	-0.14787	0.81508	top4	NOT
NUP37	5.2817e-4	0.99749	top4	NOT
NUP43	-0.17383	0.69769	top4	NOT
NUP50	0.26253	0.35846	top4	NOT
NUP54	0.24965	0.4155	top4	NOT
NUP62	0.13473	0.87618	top4	NOT
NUP62CL	-0.041912	0.98163	top4	NOT
NUP85	0.15672	0.8278	top4	NOT
NUP88	-0.20445	0.57283	top4	NOT
NUP93	-0.020752	0.99276	top4	NOT
NUP98	-0.11496	0.89193	top4	NOT
NUPL1	0.22681	0.5189	top4	NOT
NUPL2	-0.090153	0.93857	top4	NOT
NUPR1	0.014461	0.99749	top4	NOT
NUPR1L	-0.11589	0.8881	top4	NOT
NUS1	-0.014782	0.99276	top4	NOT
NUSAP1	-0.028058	0.99129	top4	NOT
NUTF2	-0.30395	0.18375	top4	NOT
NUTM1	0.049284	0.98798	top4	NOT
NUTM2B	0.14041	0.96924	top4	NOT
NUTM2F	-0.13144	0.89968	top4	NOT
NUTM2G	0.054163	0.99256	top4	NOT
NVL	-0.17862	0.6937	top4	NOT
NWD1	0.091385	0.95672	top4	NOT
NXF1	-0.04965	0.97782	top4	NOT
NXF2B	-0.04108	0.98163	top4	NOT
NXF3	0.093995	0.9548	top4	NOT
NXF5	0.031678	0.99276	top4	NOT
NXN	-0.018304	0.99276	top4	NOT
NXNL1	0.13692	0.87489	top4	NOT
NXNL2	-0.058482	0.97374	top4	NOT
NXPE1	0.079329	0.9678	top4	NOT
NXPE2	-0.13995	0.84992	top4	NOT
NXPE3	-0.043592	0.98163	top4	NOT
NXPE4	0.14584	0.86244	top4	NOT
NXPH1	0.058941	0.98163	top4	NOT
NXPH2	0.072764	0.97326	top4	NOT
NXPH3	-0.062163	0.96924	top4	NOT
NXPH4	-0.061568	0.96924	top4	NOT
NXT1	-0.33038	0.13699	top4	NOT
NXT2	0.084474	0.9655	top4	NOT
NYAP1	-0.033587	0.98764	top4	NOT
NYAP2	0.049601	0.98623	top4	NOT
NYNRIN	-0.052275	0.97782	top4	NOT
NYX	-0.079333	0.95655	top4	NOT
OAF	0.097146	0.94935	top4	NOT
OARD1	-0.15163	0.80559	top4	NOT
OAS1	-0.072552	0.9615	top4	NOT
OAS2	0.24195	0.46611	top4	NOT
OAS3	-0.035378	0.98493	top4	NOT
OASL	-0.1269	0.87489	top4	NOT
OAT	-0.232	0.43497	top4	NOT
OAZ1	0.15685	0.82717	top4	NOT
OAZ2	-0.088087	0.93857	top4	NOT
OAZ3	0.085918	0.96172	top4	NOT
OBFC1	-0.13821	0.85226	top4	NOT
OBP2A	-0.12438	0.91886	top4	NOT
OBP2B	-0.0041461	0.99529	top4	NOT
OBSCN	0.031254	0.99276	top4	NOT
OBSL1	0.1105	0.93425	top4	NOT
OC90	0.15642	0.82878	top4	NOT
OCA2	0.048912	0.98807	top4	NOT
OCEL1	0.037982	0.99276	top4	NOT
OCIAD1	0.10174	0.93857	top4	NOT
OCIAD2	0.12612	0.89968	top4	NOT
OCLM	0	0.99788	top4	NOT
OCLN	-0.12609	0.87489	top4	NOT
OCM	-0.061842	0.96924	top4	NOT
OCM2	0.23057	0.50358	top4	NOT
OCRL	0.02291	0.99445	top4	NOT
OCSTAMP	0.10754	0.93545	top4	NOT
ODAM	0.055659	0.98163	top4	NOT
ODC1	0.21865	0.56276	top4	NOT
ODF1	0.27999	0.30137	top4	NOT
ODF2	-0.059318	0.97291	top4	NOT
ODF2L	0.16116	0.813	top4	NOT
ODF3	-0.088261	0.93857	top4	NOT
ODF3B	0.13287	0.88127	top4	NOT
ODF3L1	0.013083	0.99788	top4	NOT
ODF3L2	-0.060392	0.96963	top4	NOT
ODF4	0.025506	0.99276	top4	NOT
OFD1	-0.052426	0.97782	top4	NOT
OGDH	-0.017001	0.99276	top4	NOT
OGDHL	0.076217	0.96924	top4	NOT
OGFOD1	0.022445	0.99445	top4	NOT
OGFOD2	-0.071735	0.96172	top4	NOT
OGFOD3	-0.080261	0.95398	top4	NOT
OGFR	-0.0571	0.97647	top4	NOT
OGFRL1	-0.01174	0.99276	top4	NOT
OGG1	0.049429	0.98745	top4	NOT
OGN	0.094063	0.95447	top4	NOT
OGT	-0.6394	0	top4	DOWN
OIP5	0.089687	0.95983	top4	NOT
OIT3	0.13887	0.87489	top4	NOT
OLA1	-0.063983	0.9678	top4	NOT
OLAH	-0.063849	0.9678	top4	NOT
OLFM1	0.020296	0.99516	top4	NOT
OLFM2	0.18669	0.69769	top4	NOT
OLFM3	0.040853	0.99183	top4	NOT
OLFM4	-0.054179	0.97647	top4	NOT
OLFML1	-0.007714	0.99445	top4	NOT
OLFML2A	-0.023612	0.99256	top4	NOT
OLFML2B	-0.06372	0.9678	top4	NOT
OLFML3	-0.013048	0.99276	top4	NOT
OLIG1	0.032651	0.99276	top4	NOT
OLIG2	0.063558	0.97863	top4	NOT
OLIG3	-0.04246	0.98163	top4	NOT
OLR1	-0.026858	0.9916	top4	NOT
OMA1	0.057241	0.98163	top4	NOT
OMD	-0.065223	0.9678	top4	NOT
OMG	0.052782	0.9843	top4	NOT
OMP	0.014078	0.99749	top4	NOT
ONECUT1	0.10281	0.93857	top4	NOT
ONECUT2	0.16569	0.79767	top4	NOT
ONECUT3	0.069369	0.97647	top4	NOT
OOEP	-0.10916	0.91213	top4	NOT
OOSP2	-0.038741	0.98163	top4	NOT
OPA1	0.099481	0.94195	top4	NOT
OPA3	-0.024052	0.99256	top4	NOT
OPALIN	-0.14456	0.83258	top4	NOT
OPCML	-0.08636	0.94195	top4	NOT
OPHN1	0.014305	0.99749	top4	NOT
OPN1LW	-0.11486	0.95655	top4	NOT
OPN1SW	0.051034	0.98493	top4	NOT
OPN3	-0.030416	0.9899	top4	NOT
OPN4	-0.059831	0.97053	top4	NOT
OPN5	-0.013804	0.99276	top4	NOT
OPRD1	0.049889	0.98567	top4	NOT
OPRK1	0.1764	0.74694	top4	NOT
OPRL1	-0.028272	0.99111	top4	NOT
OPRM1	-0.15858	0.78888	top4	NOT
OPTC	0.054717	0.98163	top4	NOT
OPTN	0.15801	0.81895	top4	NOT
ORAI1	-0.0015274	0.99749	top4	NOT
ORAI2	-0.095971	0.93425	top4	NOT
ORAI3	0.020913	0.99513	top4	NOT
ORAOV1	-0.34317	0.1129	top4	NOT
ORC1	0.11134	0.93425	top4	NOT
ORC2	-0.54942	0	top4	DOWN
ORC3	0.25805	0.37478	top4	NOT
ORC4	0.40143	0.076923	top4	UP
ORC5	0.21391	0.57767	top4	NOT
ORC6	-0.060912	0.96924	top4	NOT
ORM1	0.029715	0.99276	top4	NOT
ORM2	0.030631	0.99276	top4	NOT
ORMDL1	0.075996	0.96924	top4	NOT
ORMDL2	-0.045608	0.98117	top4	NOT
ORMDL3	-0.061921	0.96924	top4	NOT
OS9	-0.001988	0.99749	top4	NOT
OSBP	0.072809	0.97325	top4	NOT
OSBP2	0.066551	0.97782	top4	NOT
OSBPL10	0.010376	0.99832	top4	NOT
OSBPL11	-0.022596	0.99276	top4	NOT
OSBPL1A	-0.07025	0.96701	top4	NOT
OSBPL2	-0.013781	0.99276	top4	NOT
OSBPL3	0.1097	0.93425	top4	NOT
OSBPL5	-0.022079	0.99276	top4	NOT
OSBPL6	0.021029	0.99513	top4	NOT
OSBPL7	0.096307	0.95105	top4	NOT
OSBPL8	-0.098461	0.93425	top4	NOT
OSBPL9	0.10252	0.93857	top4	NOT
OSCAR	-0.0077133	0.99445	top4	NOT
OSCP1	0.074756	0.96963	top4	NOT
OSER1	0.02329	0.99445	top4	NOT
OSGEP	0.12028	0.91886	top4	NOT
OSGEPL1	-0.053023	0.97658	top4	NOT
OSGIN1	-0.075227	0.95987	top4	NOT
OSGIN2	0.056662	0.98163	top4	NOT
OSM	0.089164	0.95987	top4	NOT
OSMR	0.042733	0.9916	top4	NOT
OSR1	0.1109	0.93425	top4	NOT
OSR2	-0.0094997	0.99276	top4	NOT
OSTC	0.20094	0.6432	top4	NOT
OSTF1	-0.060175	0.96963	top4	NOT
OSTM1	0.016045	0.99749	top4	NOT
OSTN	0.078841	0.9678	top4	NOT
OTC	-0.16056	0.77713	top4	NOT
OTOA	-0.012689	0.99276	top4	NOT
OTOF	0.18752	0.69699	top4	NOT
OTOG	0.0058779	0.99832	top4	NOT
OTOL1	-0.12058	0.88127	top4	NOT
OTOP1	-0.18407	0.66884	top4	NOT
OTOP2	0.0060621	0.99832	top4	NOT
OTOP3	0.0015552	0.99749	top4	NOT
OTOR	0.062629	0.98057	top4	NOT
OTOS	-0.057673	0.97647	top4	NOT
OTP	0.049938	0.98566	top4	NOT
OTUB1	0.032894	0.99276	top4	NOT
OTUB2	0.10464	0.93752	top4	NOT
OTUD1	-0.0090503	0.99321	top4	NOT
OTUD3	-0.030444	0.9899	top4	NOT
OTUD4	0.13597	0.87618	top4	NOT
OTUD5	0.12877	0.8882	top4	NOT
OTUD6A	-0.10606	0.91886	top4	NOT
OTUD6B	-0.2102	0.5541	top4	NOT
OTUD7A	-0.08515	0.94367	top4	NOT
OTUD7B	0.057434	0.98163	top4	NOT
OTX1	0.028763	0.99276	top4	NOT
OTX2	0.086178	0.96172	top4	NOT
OVCA2	-0.0228	0.99276	top4	NOT
OVGP1	0.078141	0.9678	top4	NOT
OVOL1	0.034969	0.99276	top4	NOT
OVOL2	-0.056468	0.97647	top4	NOT
OXA1L	0.039356	0.99256	top4	NOT
OXCT1	-0.25702	0.31976	top4	NOT
OXCT2	0.1025	0.93857	top4	NOT
OXER1	-0.17129	0.70788	top4	NOT
OXGR1	0.010683	0.99832	top4	NOT
OXLD1	0.05246	0.98431	top4	NOT
OXNAD1	0.041456	0.99183	top4	NOT
OXR1	0.086026	0.96172	top4	NOT
OXSM	0.31275	0.23323	top4	NOT
OXSR1	0.031297	0.99276	top4	NOT
OXT	0.10719	0.93549	top4	NOT
OXTR	-0.080945	0.95163	top4	NOT
P2RX1	0.094896	0.95163	top4	NOT
P2RX2	0.014179	0.99749	top4	NOT
P2RX3	0.071987	0.97647	top4	NOT
P2RX4	-0.030591	0.9899	top4	NOT
P2RX5	0.066719	0.97782	top4	NOT
P2RX6	0.27513	0.3141	top4	NOT
P2RX7	-0.035621	0.98493	top4	NOT
P2RY1	-0.12388	0.87618	top4	NOT
P2RY10	0.10223	0.93857	top4	NOT
P2RY11	-0.0044957	0.99516	top4	NOT
P2RY12	0.028564	0.99276	top4	NOT
P2RY13	0.031279	0.99276	top4	NOT
P2RY14	-0.057472	0.97647	top4	NOT
P2RY2	-0.13114	0.86689	top4	NOT
P2RY4	-0.17415	0.69769	top4	NOT
P2RY6	0.0031311	0.99788	top4	NOT
P2RY8	0.019231	0.99662	top4	NOT
P4HA1	-0.018613	0.99276	top4	NOT
P4HA2	-0.18877	0.64896	top4	NOT
P4HA3	0.061532	0.98057	top4	NOT
P4HB	0.12542	0.90022	top4	NOT
P4HTM	0.080657	0.9678	top4	NOT
PA2G4	-0.16779	0.72833	top4	NOT
PAAF1	-0.02494	0.99183	top4	NOT
PABPC1	0.022827	0.99445	top4	NOT
PABPC1L	0.1548	0.83601	top4	NOT
PABPC1L2A	-0.12375	0.94361	top4	NOT
PABPC1L2B	0.058725	0.98431	top4	NOT
PABPC3	-0.03993	0.98163	top4	NOT
PABPC4	0.089316	0.95983	top4	NOT
PABPC5	0.084814	0.96472	top4	NOT
PABPN1	-0.13443	0.86241	top4	NOT
PABPN1L	0.1845	0.69769	top4	NOT
PACRG	0.084477	0.9655	top4	NOT
PACRGL	-0.054546	0.97647	top4	NOT
PACS1	0.21761	0.56851	top4	NOT
PACS2	0.0052358	0.99832	top4	NOT
PACSIN1	0.026762	0.99276	top4	NOT
PACSIN2	-0.087576	0.93878	top4	NOT
PACSIN3	0.082072	0.9678	top4	NOT
PADI1	0.079821	0.9678	top4	NOT
PADI2	0.10848	0.93425	top4	NOT
PADI3	0.0044065	0.99823	top4	NOT
PADI4	-0.14654	0.82269	top4	NOT
PAEP	0.015908	0.99749	top4	NOT
PAF1	0.19098	0.68498	top4	NOT
PAFAH1B1	-0.003267	0.99662	top4	NOT
PAFAH1B2	-0.061272	0.96924	top4	NOT
PAFAH1B3	0.040143	0.99256	top4	NOT
PAFAH2	0.088211	0.96087	top4	NOT
PAG1	-0.073764	0.9615	top4	NOT
PAGE1	-0.05294	0.97659	top4	NOT
PAGE2	0.078324	0.98163	top4	NOT
PAGE2B	-0.0017215	0.99749	top4	NOT
